Données 2021;Personnes scolarisées;% de la population scolarisée;Moyenne des villes;code_insee;Ville;type
6 - 10 ans;2 164;24,0 %;29,2 %;81065;castres;Scolarisés
11 - 14 ans;2 057;22,8 %;24,9 %;81065;castres;Scolarisés
15 - 17 ans;1 455;16,1 %;18,4 %;81065;castres;Scolarisés
18 - 24 ans;1 750;19,4 %;9,1 %;81065;castres;Scolarisés
25 - 29 ans;85;0,9 %;0,7 %;81065;castres;Scolarisés
30 ans et plus;274;3,0 %;2,2 %;81065;castres;Scolarisés
Aucun diplôme;7 570;23,4 %;20,2 %;81065;castres;Non scolarisés
Brevet des collèges;1 661;5,1 %;5,5 %;81065;castres;Non scolarisés
CAP / BEP;8 153;25,2 %;29,3 %;81065;castres;Non scolarisés
Baccalauréat / brevet professionnel;5 844;18,1 %;18,8 %;81065;castres;Non scolarisés
De Bac +2 à Bac +4;6 618;20,4 %;19,8 %;81065;castres;Non scolarisés
Bac +5 et plus;2 522;7,8 %;6,5 %;81065;castres;Non scolarisés
2 - 5 ans;1 914;14,0 %;15,6 %;82121;montauban;Scolarisés
6 - 10 ans;3 436;25,2 %;29,2 %;82121;montauban;Scolarisés
11 - 14 ans;3 079;22,6 %;24,9 %;82121;montauban;Scolarisés
15 - 17 ans;2 418;17,7 %;18,4 %;82121;montauban;Scolarisés
18 - 24 ans;2 210;16,2 %;9,1 %;82121;montauban;Scolarisés
25 - 29 ans;221;1,6 %;0,7 %;82121;montauban;Scolarisés
30 ans et plus;363;2,7 %;2,2 %;82121;montauban;Scolarisés
Aucun diplôme;9 993;21,6 %;20,2 %;82121;montauban;Non scolarisés
Brevet des collèges;3 016;6,5 %;5,5 %;82121;montauban;Non scolarisés
CAP / BEP;9 649;20,9 %;29,3 %;82121;montauban;Non scolarisés
Baccalauréat / brevet professionnel;8 695;18,8 %;18,8 %;82121;montauban;Non scolarisés
De Bac +2 à Bac +4;10 716;23,2 %;19,8 %;82121;montauban;Non scolarisés
Bac +5 et plus;4 209;9,1 %;6,5 %;82121;montauban;Non scolarisés
2 - 5 ans;1 372;16,8 %;15,6 %;83050;draguignan;Scolarisés
6 - 10 ans;2 415;29,5 %;29,2 %;83050;draguignan;Scolarisés
11 - 14 ans;1 820;22,2 %;24,9 %;83050;draguignan;Scolarisés
15 - 17 ans;1 348;16,5 %;18,4 %;83050;draguignan;Scolarisés
18 - 24 ans;880;10,7 %;9,1 %;83050;draguignan;Scolarisés
25 - 29 ans;82;1,0 %;0,7 %;83050;draguignan;Scolarisés
30 ans et plus;271;3,3 %;2,2 %;83050;draguignan;Scolarisés
Aucun diplôme;5 553;18,5 %;20,2 %;83050;draguignan;Non scolarisés
Brevet des collèges;2 144;7,1 %;5,5 %;83050;draguignan;Non scolarisés
CAP / BEP;7 432;24,7 %;29,3 %;83050;draguignan;Non scolarisés
Baccalauréat / brevet professionnel;6 237;20,7 %;18,8 %;83050;draguignan;Non scolarisés
De Bac +2 à Bac +4;6 319;21,0 %;19,8 %;83050;draguignan;Non scolarisés
Bac +5 et plus;2 406;8,0 %;6,5 %;83050;draguignan;Non scolarisés
2 - 5 ans;1 613;16,4 %;15,6 %;83061;frejus;Scolarisés
6 - 10 ans;2 762;28,0 %;29,2 %;83061;frejus;Scolarisés
11 - 14 ans;2 294;23,3 %;24,9 %;83061;frejus;Scolarisés
15 - 17 ans;1 691;17,1 %;18,4 %;83061;frejus;Scolarisés
18 - 24 ans;1 128;11,4 %;9,1 %;83061;frejus;Scolarisés
25 - 29 ans;103;1,0 %;0,7 %;83061;frejus;Scolarisés
30 ans et plus;273;2,8 %;2,2 %;83061;frejus;Scolarisés
Aucun diplôme;9 930;21,9 %;20,2 %;83061;frejus;Non scolarisés
Brevet des collèges;3 163;7,0 %;5,5 %;83061;frejus;Non scolarisés
CAP / BEP;11 021;24,3 %;29,3 %;83061;frejus;Non scolarisés
Baccalauréat / brevet professionnel;8 854;19,5 %;18,8 %;83061;frejus;Non scolarisés
De Bac +2 à Bac +4;8 806;19,4 %;19,8 %;83061;frejus;Non scolarisés
Bac +5 et plus;3 651;8,0 %;6,5 %;83061;frejus;Non scolarisés
2 - 5 ans;687;10,8 %;15,6 %;83062;la-garde;Scolarisés
6 - 10 ans;1 356;21,4 %;29,2 %;83062;la-garde;Scolarisés
11 - 14 ans;1 087;17,1 %;24,9 %;83062;la-garde;Scolarisés
15 - 17 ans;839;13,2 %;18,4 %;83062;la-garde;Scolarisés
18 - 24 ans;1 999;31,5 %;9,1 %;83062;la-garde;Scolarisés
25 - 29 ans;179;2,8 %;0,7 %;83062;la-garde;Scolarisés
30 ans et plus;197;3,1 %;2,2 %;83062;la-garde;Scolarisés
Aucun diplôme;3 508;18,7 %;20,2 %;83062;la-garde;Non scolarisés
Brevet des collèges;1 209;6,4 %;5,5 %;83062;la-garde;Non scolarisés
CAP / BEP;4 468;23,8 %;29,3 %;83062;la-garde;Non scolarisés
Baccalauréat / brevet professionnel;3 617;19,2 %;18,8 %;83062;la-garde;Non scolarisés
De Bac +2 à Bac +4;4 040;21,5 %;19,8 %;83062;la-garde;Non scolarisés
Bac +5 et plus;1 951;10,4 %;6,5 %;83062;la-garde;Non scolarisés
2 - 5 ans;1 196;12,4 %;15,6 %;83069;hyeres;Scolarisés
6 - 10 ans;2 468;25,5 %;29,2 %;83069;hyeres;Scolarisés
11 - 14 ans;2 226;23,0 %;24,9 %;83069;hyeres;Scolarisés
15 - 17 ans;1 711;17,7 %;18,4 %;83069;hyeres;Scolarisés
18 - 24 ans;1 698;17,5 %;9,1 %;83069;hyeres;Scolarisés
25 - 29 ans;128;1,3 %;0,7 %;83069;hyeres;Scolarisés
30 ans et plus;254;2,6 %;2,2 %;83069;hyeres;Scolarisés
Aucun diplôme;8 080;18,3 %;20,2 %;83069;hyeres;Non scolarisés
Brevet des collèges;2 763;6,3 %;5,5 %;83069;hyeres;Non scolarisés
CAP / BEP;9 830;22,3 %;29,3 %;83069;hyeres;Non scolarisés
Baccalauréat / brevet professionnel;8 714;19,7 %;18,8 %;83069;hyeres;Non scolarisés
De Bac +2 à Bac +4;10 225;23,2 %;19,8 %;83069;hyeres;Non scolarisés
Bac +5 et plus;4 513;10,2 %;6,5 %;83069;hyeres;Non scolarisés
2 - 5 ans;718;14,4 %;15,6 %;83118;saint-raphael;Scolarisés
6 - 10 ans;1 335;26,7 %;29,2 %;83118;saint-raphael;Scolarisés
11 - 14 ans;1 145;22,9 %;24,9 %;83118;saint-raphael;Scolarisés
15 - 17 ans;937;18,7 %;18,4 %;83118;saint-raphael;Scolarisés
18 - 24 ans;569;11,4 %;9,1 %;83118;saint-raphael;Scolarisés
25 - 29 ans;55;1,1 %;0,7 %;83118;saint-raphael;Scolarisés
30 ans et plus;243;4,9 %;2,2 %;83118;saint-raphael;Scolarisés
Aucun diplôme;5 089;16,8 %;20,2 %;83118;saint-raphael;Non scolarisés
Brevet des collèges;2 505;8,3 %;5,5 %;83118;saint-raphael;Non scolarisés
CAP / BEP;6 596;21,8 %;29,3 %;83118;saint-raphael;Non scolarisés
Baccalauréat / brevet professionnel;6 301;20,8 %;18,8 %;83118;saint-raphael;Non scolarisés
De Bac +2 à Bac +4;6 592;21,8 %;19,8 %;83118;saint-raphael;Non scolarisés
Bac +5 et plus;3 149;10,4 %;6,5 %;83118;saint-raphael;Non scolarisés
2 - 5 ans;1 986;16,8 %;15,6 %;83126;la-seyne-sur-mer;Scolarisés
6 - 10 ans;3 250;27,6 %;29,2 %;83126;la-seyne-sur-mer;Scolarisés
11 - 14 ans;2 496;21,2 %;24,9 %;83126;la-seyne-sur-mer;Scolarisés
15 - 17 ans;2 017;17,1 %;18,4 %;83126;la-seyne-sur-mer;Scolarisés
18 - 24 ans;1 585;13,4 %;9,1 %;83126;la-seyne-sur-mer;Scolarisés
25 - 29 ans;146;1,2 %;0,7 %;83126;la-seyne-sur-mer;Scolarisés
30 ans et plus;316;2,7 %;2,2 %;83126;la-seyne-sur-mer;Scolarisés
Aucun diplôme;10 639;21,8 %;20,2 %;83126;la-seyne-sur-mer;Non scolarisés
Brevet des collèges;3 258;6,7 %;5,5 %;83126;la-seyne-sur-mer;Non scolarisés
CAP / BEP;12 681;26,0 %;29,3 %;83126;la-seyne-sur-mer;Non scolarisés
Baccalauréat / brevet professionnel;9 785;20,1 %;18,8 %;83126;la-seyne-sur-mer;Non scolarisés
De Bac +2 à Bac +4;9 256;19,0 %;19,8 %;83126;la-seyne-sur-mer;Non scolarisés
Bac +5 et plus;3 148;6,5 %;6,5 %;83126;la-seyne-sur-mer;Non scolarisés
2 - 5 ans;768;13,2 %;15,6 %;83129;six-fours-les-plages;Scolarisés
6 - 10 ans;1 558;26,8 %;29,2 %;83129;six-fours-les-plages;Scolarisés
11 - 14 ans;1 456;25,0 %;24,9 %;83129;six-fours-les-plages;Scolarisés
15 - 17 ans;962;16,5 %;18,4 %;83129;six-fours-les-plages;Scolarisés
18 - 24 ans;806;13,9 %;9,1 %;83129;six-fours-les-plages;Scolarisés
25 - 29 ans;70;1,2 %;0,7 %;83129;six-fours-les-plages;Scolarisés
30 ans et plus;198;3,4 %;2,2 %;83129;six-fours-les-plages;Scolarisés
Aucun diplôme;5 101;17,3 %;20,2 %;83129;six-fours-les-plages;Non scolarisés
Brevet des collèges;1 944;6,6 %;5,5 %;83129;six-fours-les-plages;Non scolarisés
CAP / BEP;7 057;24,0 %;29,3 %;83129;six-fours-les-plages;Non scolarisés
Baccalauréat / brevet professionnel;5 807;19,7 %;18,8 %;83129;six-fours-les-plages;Non scolarisés
De Bac +2 à Bac +4;6 563;22,3 %;19,8 %;83129;six-fours-les-plages;Non scolarisés
Bac +5 et plus;2 975;10,1 %;6,5 %;83129;six-fours-les-plages;Non scolarisés
2 - 5 ans;5 644;15,4 %;15,6 %;83137;toulon;Scolarisés
6 - 10 ans;9 771;26,6 %;29,2 %;83137;toulon;Scolarisés
11 - 14 ans;7 292;19,9 %;24,9 %;83137;toulon;Scolarisés
15 - 17 ans;4 971;13,6 %;18,4 %;83137;toulon;Scolarisés
18 - 24 ans;7 001;19,1 %;9,1 %;83137;toulon;Scolarisés
25 - 29 ans;904;2,5 %;0,7 %;83137;toulon;Scolarisés
30 ans et plus;1 087;3,0 %;2,2 %;83137;toulon;Scolarisés
Aucun diplôme;28 943;21,0 %;20,2 %;83137;toulon;Non scolarisés
Brevet des collèges;9 324;6,8 %;5,5 %;83137;toulon;Non scolarisés
CAP / BEP;29 724;21,6 %;29,3 %;83137;toulon;Non scolarisés
Baccalauréat / brevet professionnel;27 542;20,0 %;18,8 %;83137;toulon;Non scolarisés
De Bac +2 à Bac +4;27 992;20,4 %;19,8 %;83137;toulon;Non scolarisés
Bac +5 et plus;14 003;10,2 %;6,5 %;83137;toulon;Non scolarisés
2 - 5 ans;629;13,3 %;15,6 %;83144;la-valette-du-var;Scolarisés
6 - 10 ans;1 277;27,0 %;29,2 %;83144;la-valette-du-var;Scolarisés
11 - 14 ans;1 014;21,4 %;24,9 %;83144;la-valette-du-var;Scolarisés
15 - 17 ans;726;15,3 %;18,4 %;83144;la-valette-du-var;Scolarisés
18 - 24 ans;840;17,7 %;9,1 %;83144;la-valette-du-var;Scolarisés
25 - 29 ans;90;1,9 %;0,7 %;83144;la-valette-du-var;Scolarisés
30 ans et plus;158;3,3 %;2,2 %;83144;la-valette-du-var;Scolarisés
Aucun diplôme;3 017;16,3 %;20,2 %;83144;la-valette-du-var;Non scolarisés
Brevet des collèges;1 383;7,5 %;5,5 %;83144;la-valette-du-var;Non scolarisés
CAP / BEP;4 372;23,6 %;29,3 %;83144;la-valette-du-var;Non scolarisés
Baccalauréat / brevet professionnel;4 082;22,1 %;18,8 %;83144;la-valette-du-var;Non scolarisés
De Bac +2 à Bac +4;4 151;22,4 %;19,8 %;83144;la-valette-du-var;Non scolarisés
Bac +5 et plus;1 499;8,1 %;6,5 %;83144;la-valette-du-var;Non scolarisés
2 - 5 ans;3 261;14,0 %;15,6 %;84007;avignon;Scolarisés
6 - 10 ans;5 490;23,6 %;29,2 %;84007;avignon;Scolarisés
11 - 14 ans;4 500;19,3 %;24,9 %;84007;avignon;Scolarisés
15 - 17 ans;3 215;13,8 %;18,4 %;84007;avignon;Scolarisés
18 - 24 ans;5 233;22,5 %;9,1 %;84007;avignon;Scolarisés
25 - 29 ans;726;3,1 %;0,7 %;84007;avignon;Scolarisés
30 ans et plus;858;3,7 %;2,2 %;84007;avignon;Scolarisés
Aucun diplôme;15 807;25,2 %;20,2 %;84007;avignon;Non scolarisés
Brevet des collèges;3 583;5,7 %;5,5 %;84007;avignon;Non scolarisés
CAP / BEP;12 291;19,6 %;29,3 %;84007;avignon;Non scolarisés
Baccalauréat / brevet professionnel;11 231;17,9 %;18,8 %;84007;avignon;Non scolarisés
De Bac +2 à Bac +4;12 712;20,2 %;19,8 %;84007;avignon;Non scolarisés
Bac +5 et plus;7 200;11,5 %;6,5 %;84007;avignon;Non scolarisés
2 - 5 ans;1 228;18,1 %;15,6 %;84031;carpentras;Scolarisés
6 - 10 ans;1 923;28,4 %;29,2 %;84031;carpentras;Scolarisés
11 - 14 ans;1 456;21,5 %;24,9 %;84031;carpentras;Scolarisés
15 - 17 ans;1 139;16,8 %;18,4 %;84031;carpentras;Scolarisés
18 - 24 ans;745;11,0 %;9,1 %;84031;carpentras;Scolarisés
25 - 29 ans;95;1,4 %;0,7 %;84031;carpentras;Scolarisés
30 ans et plus;193;2,8 %;2,2 %;84031;carpentras;Scolarisés
Aucun diplôme;6 640;29,3 %;20,2 %;84031;carpentras;Non scolarisés
Brevet des collèges;1 245;5,5 %;5,5 %;84031;carpentras;Non scolarisés
CAP / BEP;5 385;23,7 %;29,3 %;84031;carpentras;Non scolarisés
Baccalauréat / brevet professionnel;3 845;17,0 %;18,8 %;84031;carpentras;Non scolarisés
De Bac +2 à Bac +4;4 101;18,1 %;19,8 %;84031;carpentras;Non scolarisés
Bac +5 et plus;1 461;6,4 %;6,5 %;84031;carpentras;Non scolarisés
2 - 5 ans;921;16,8 %;15,6 %;84035;cavaillon;Scolarisés
6 - 10 ans;1 715;31,2 %;29,2 %;84035;cavaillon;Scolarisés
11 - 14 ans;1 259;22,9 %;24,9 %;84035;cavaillon;Scolarisés
15 - 17 ans;733;13,3 %;18,4 %;84035;cavaillon;Scolarisés
18 - 24 ans;664;12,1 %;9,1 %;84035;cavaillon;Scolarisés
25 - 29 ans;68;1,2 %;0,7 %;84035;cavaillon;Scolarisés
30 ans et plus;132;2,4 %;2,2 %;84035;cavaillon;Scolarisés
Aucun diplôme;6 716;34,5 %;20,2 %;84035;cavaillon;Non scolarisés
Brevet des collèges;1 099;5,6 %;5,5 %;84035;cavaillon;Non scolarisés
CAP / BEP;4 465;22,9 %;29,3 %;84035;cavaillon;Non scolarisés
Baccalauréat / brevet professionnel;3 188;16,4 %;18,8 %;84035;cavaillon;Non scolarisés
De Bac +2 à Bac +4;2 950;15,2 %;19,8 %;84035;cavaillon;Non scolarisés
Bac +5 et plus;1 051;5,4 %;6,5 %;84035;cavaillon;Non scolarisés
2 - 5 ans;973;15,9 %;15,6 %;84087;orange;Scolarisés
6 - 10 ans;1 584;26,0 %;29,2 %;84087;orange;Scolarisés
11 - 14 ans;1 505;24,7 %;24,9 %;84087;orange;Scolarisés
15 - 17 ans;1 084;17,8 %;18,4 %;84087;orange;Scolarisés
18 - 24 ans;735;12,0 %;9,1 %;84087;orange;Scolarisés
25 - 29 ans;54;0,9 %;0,7 %;84087;orange;Scolarisés
30 ans et plus;169;2,8 %;2,2 %;84087;orange;Scolarisés
Aucun diplôme;5 585;25,7 %;20,2 %;84087;orange;Non scolarisés
Brevet des collèges;1 330;6,1 %;5,5 %;84087;orange;Non scolarisés
CAP / BEP;5 189;23,9 %;29,3 %;84087;orange;Non scolarisés
Baccalauréat / brevet professionnel;4 143;19,0 %;18,8 %;84087;orange;Non scolarisés
De Bac +2 à Bac +4;3 963;18,2 %;19,8 %;84087;orange;Non scolarisés
Bac +5 et plus;1 544;7,1 %;6,5 %;84087;orange;Non scolarisés
2 - 5 ans;597;15,5 %;15,6 %;84089;pertuis;Scolarisés
6 - 10 ans;1 062;27,5 %;29,2 %;84089;pertuis;Scolarisés
11 - 14 ans;872;22,6 %;24,9 %;84089;pertuis;Scolarisés
15 - 17 ans;610;15,8 %;18,4 %;84089;pertuis;Scolarisés
18 - 24 ans;526;13,6 %;9,1 %;84089;pertuis;Scolarisés
25 - 29 ans;49;1,3 %;0,7 %;84089;pertuis;Scolarisés
30 ans et plus;146;3,8 %;2,2 %;84089;pertuis;Scolarisés
Aucun diplôme;3 027;19,8 %;20,2 %;84089;pertuis;Non scolarisés
Brevet des collèges;842;5,5 %;5,5 %;84089;pertuis;Non scolarisés
CAP / BEP;3 427;22,4 %;29,3 %;84089;pertuis;Non scolarisés
Baccalauréat / brevet professionnel;2 630;17,2 %;18,8 %;84089;pertuis;Non scolarisés
De Bac +2 à Bac +4;3 449;22,5 %;19,8 %;84089;pertuis;Non scolarisés
Bac +5 et plus;1 951;12,7 %;6,5 %;84089;pertuis;Non scolarisés
2 - 5 ans;575;14,6 %;15,6 %;85047;challans;Scolarisés
6 - 10 ans;1 081;27,4 %;29,2 %;85047;challans;Scolarisés
11 - 14 ans;936;23,7 %;24,9 %;85047;challans;Scolarisés
15 - 17 ans;878;22,3 %;18,4 %;85047;challans;Scolarisés
18 - 24 ans;362;9,2 %;9,1 %;85047;challans;Scolarisés
25 - 29 ans;18;0,5 %;0,7 %;85047;challans;Scolarisés
30 ans et plus;93;2,4 %;2,2 %;85047;challans;Scolarisés
Aucun diplôme;4 450;24,7 %;20,2 %;85047;challans;Non scolarisés
Brevet des collèges;1 180;6,6 %;5,5 %;85047;challans;Non scolarisés
CAP / BEP;5 704;31,7 %;29,3 %;85047;challans;Non scolarisés
Baccalauréat / brevet professionnel;2 971;16,5 %;18,8 %;85047;challans;Non scolarisés
De Bac +2 à Bac +4;2 882;16,0 %;19,8 %;85047;challans;Non scolarisés
Bac +5 et plus;815;4,5 %;6,5 %;85047;challans;Non scolarisés
2 - 5 ans;753;14,9 %;15,6 %;85146;montaigu-vendee;Scolarisés
6 - 10 ans;1 400;27,7 %;29,2 %;85146;montaigu-vendee;Scolarisés
11 - 14 ans;1 179;23,4 %;24,9 %;85146;montaigu-vendee;Scolarisés
15 - 17 ans;881;17,5 %;18,4 %;85146;montaigu-vendee;Scolarisés
18 - 24 ans;724;14,3 %;9,1 %;85146;montaigu-vendee;Scolarisés
25 - 29 ans;17;0,3 %;0,7 %;85146;montaigu-vendee;Scolarisés
30 ans et plus;94;1,9 %;2,2 %;85146;montaigu-vendee;Scolarisés
Aucun diplôme;2 457;16,5 %;20,2 %;85146;montaigu-vendee;Non scolarisés
Brevet des collèges;745;5,0 %;5,5 %;85146;montaigu-vendee;Non scolarisés
CAP / BEP;4 392;29,5 %;29,3 %;85146;montaigu-vendee;Non scolarisés
Baccalauréat / brevet professionnel;2 769;18,6 %;18,8 %;85146;montaigu-vendee;Non scolarisés
De Bac +2 à Bac +4;3 410;22,9 %;19,8 %;85146;montaigu-vendee;Non scolarisés
Bac +5 et plus;1 095;7,4 %;6,5 %;85146;montaigu-vendee;Non scolarisés
2 - 5 ans;1 544;11,7 %;15,6 %;85191;la-roche-sur-yon;Scolarisés
6 - 10 ans;2 687;20,3 %;29,2 %;85191;la-roche-sur-yon;Scolarisés
11 - 14 ans;2 445;18,5 %;24,9 %;85191;la-roche-sur-yon;Scolarisés
15 - 17 ans;1 983;15,0 %;18,4 %;85191;la-roche-sur-yon;Scolarisés
18 - 24 ans;4 073;30,8 %;9,1 %;85191;la-roche-sur-yon;Scolarisés
25 - 29 ans;196;1,5 %;0,7 %;85191;la-roche-sur-yon;Scolarisés
30 ans et plus;307;2,3 %;2,2 %;85191;la-roche-sur-yon;Scolarisés
Aucun diplôme;7 694;19,2 %;20,2 %;85191;la-roche-sur-yon;Non scolarisés
Brevet des collèges;2 170;5,4 %;5,5 %;85191;la-roche-sur-yon;Non scolarisés
CAP / BEP;9 851;24,5 %;29,3 %;85191;la-roche-sur-yon;Non scolarisés
Baccalauréat / brevet professionnel;7 209;18,0 %;18,8 %;85191;la-roche-sur-yon;Non scolarisés
De Bac +2 à Bac +4;9 285;23,1 %;19,8 %;85191;la-roche-sur-yon;Non scolarisés
Bac +5 et plus;3 931;9,8 %;6,5 %;85191;la-roche-sur-yon;Non scolarisés
2 - 5 ans;931;13,9 %;15,6 %;85194;les-sables-d-olonne;Scolarisés
6 - 10 ans;1 744;26,1 %;29,2 %;85194;les-sables-d-olonne;Scolarisés
11 - 14 ans;1 612;24,1 %;24,9 %;85194;les-sables-d-olonne;Scolarisés
15 - 17 ans;1 360;20,3 %;18,4 %;85194;les-sables-d-olonne;Scolarisés
18 - 24 ans;819;12,2 %;9,1 %;85194;les-sables-d-olonne;Scolarisés
25 - 29 ans;58;0,9 %;0,7 %;85194;les-sables-d-olonne;Scolarisés
30 ans et plus;169;2,5 %;2,2 %;85194;les-sables-d-olonne;Scolarisés
Aucun diplôme;9 129;22,3 %;20,2 %;85194;les-sables-d-olonne;Non scolarisés
Brevet des collèges;2 648;6,5 %;5,5 %;85194;les-sables-d-olonne;Non scolarisés
CAP / BEP;11 318;27,7 %;29,3 %;85194;les-sables-d-olonne;Non scolarisés
Baccalauréat / brevet professionnel;6 928;16,9 %;18,8 %;85194;les-sables-d-olonne;Non scolarisés
De Bac +2 à Bac +4;7 782;19,0 %;19,8 %;85194;les-sables-d-olonne;Non scolarisés
Bac +5 et plus;3 089;7,6 %;6,5 %;85194;les-sables-d-olonne;Non scolarisés
2 - 5 ans;1 017;16,1 %;15,6 %;86066;chatellerault;Scolarisés
6 - 10 ans;1 625;25,7 %;29,2 %;86066;chatellerault;Scolarisés
11 - 14 ans;1 484;23,4 %;24,9 %;86066;chatellerault;Scolarisés
15 - 17 ans;1 101;17,4 %;18,4 %;86066;chatellerault;Scolarisés
18 - 24 ans;822;13,0 %;9,1 %;86066;chatellerault;Scolarisés
25 - 29 ans;92;1,5 %;0,7 %;86066;chatellerault;Scolarisés
30 ans et plus;190;3,0 %;2,2 %;86066;chatellerault;Scolarisés
Aucun diplôme;6 618;27,6 %;20,2 %;86066;chatellerault;Non scolarisés
Brevet des collèges;1 409;5,9 %;5,5 %;86066;chatellerault;Non scolarisés
CAP / BEP;6 799;28,4 %;29,3 %;86066;chatellerault;Non scolarisés
Baccalauréat / brevet professionnel;3 747;15,6 %;18,8 %;86066;chatellerault;Non scolarisés
De Bac +2 à Bac +4;3 951;16,5 %;19,8 %;86066;chatellerault;Non scolarisés
Bac +5 et plus;1 446;6,0 %;6,5 %;86066;chatellerault;Non scolarisés
2 - 5 ans;2 477;7,7 %;15,6 %;86194;poitiers;Scolarisés
6 - 10 ans;4 113;12,8 %;29,2 %;86194;poitiers;Scolarisés
11 - 14 ans;3 195;9,9 %;24,9 %;86194;poitiers;Scolarisés
15 - 17 ans;2 592;8,1 %;18,4 %;86194;poitiers;Scolarisés
18 - 24 ans;16 883;52,5 %;9,1 %;86194;poitiers;Scolarisés
25 - 29 ans;1 917;6,0 %;0,7 %;86194;poitiers;Scolarisés
30 ans et plus;988;3,1 %;2,2 %;86194;poitiers;Scolarisés
Aucun diplôme;9 590;17,4 %;20,2 %;86194;poitiers;Non scolarisés
Brevet des collèges;2 955;5,4 %;5,5 %;86194;poitiers;Non scolarisés
CAP / BEP;10 156;18,4 %;29,3 %;86194;poitiers;Non scolarisés
Baccalauréat / brevet professionnel;9 875;17,9 %;18,8 %;86194;poitiers;Non scolarisés
De Bac +2 à Bac +4;13 211;23,9 %;19,8 %;86194;poitiers;Non scolarisés
Bac +5 et plus;9 400;17,0 %;6,5 %;86194;poitiers;Non scolarisés
2 - 5 ans;3 459;10,2 %;15,6 %;87085;limoges;Scolarisés
6 - 10 ans;5 840;17,2 %;29,2 %;87085;limoges;Scolarisés
11 - 14 ans;4 812;14,2 %;24,9 %;87085;limoges;Scolarisés
15 - 17 ans;3 477;10,3 %;18,4 %;87085;limoges;Scolarisés
18 - 24 ans;13 347;39,4 %;9,1 %;87085;limoges;Scolarisés
25 - 29 ans;1 609;4,8 %;0,7 %;87085;limoges;Scolarisés
30 ans et plus;1 313;3,9 %;2,2 %;87085;limoges;Scolarisés
Aucun diplôme;18 792;20,5 %;20,2 %;87085;limoges;Non scolarisés
Brevet des collèges;5 908;6,4 %;5,5 %;87085;limoges;Non scolarisés
CAP / BEP;20 116;21,9 %;29,3 %;87085;limoges;Non scolarisés
Baccalauréat / brevet professionnel;16 086;17,5 %;18,8 %;87085;limoges;Non scolarisés
De Bac +2 à Bac +4;20 567;22,4 %;19,8 %;87085;limoges;Non scolarisés
Bac +5 et plus;10 295;11,2 %;6,5 %;87085;limoges;Non scolarisés
2 - 5 ans;994;13,2 %;15,6 %;88160;epinal;Scolarisés
6 - 10 ans;1 635;21,7 %;29,2 %;88160;epinal;Scolarisés
11 - 14 ans;1 582;21,0 %;24,9 %;88160;epinal;Scolarisés
15 - 17 ans;1 259;16,7 %;18,4 %;88160;epinal;Scolarisés
18 - 24 ans;1 702;22,6 %;9,1 %;88160;epinal;Scolarisés
25 - 29 ans;140;1,9 %;0,7 %;88160;epinal;Scolarisés
30 ans et plus;231;3,1 %;2,2 %;88160;epinal;Scolarisés
Aucun diplôme;5 337;22,4 %;20,2 %;88160;epinal;Non scolarisés
Brevet des collèges;1 552;6,5 %;5,5 %;88160;epinal;Non scolarisés
CAP / BEP;5 490;23,1 %;29,3 %;88160;epinal;Non scolarisés
Baccalauréat / brevet professionnel;4 230;17,8 %;18,8 %;88160;epinal;Non scolarisés
De Bac +2 à Bac +4;4 827;20,3 %;19,8 %;88160;epinal;Non scolarisés
Bac +5 et plus;2 378;10,0 %;6,5 %;88160;epinal;Non scolarisés
2 - 5 ans;974;13,5 %;15,6 %;89024;auxerre;Scolarisés
6 - 10 ans;1 871;25,9 %;29,2 %;89024;auxerre;Scolarisés
11 - 14 ans;1 531;21,2 %;24,9 %;89024;auxerre;Scolarisés
15 - 17 ans;1 245;17,3 %;18,4 %;89024;auxerre;Scolarisés
18 - 24 ans;1 223;17,0 %;9,1 %;89024;auxerre;Scolarisés
25 - 29 ans;127;1,8 %;0,7 %;89024;auxerre;Scolarisés
30 ans et plus;244;3,4 %;2,2 %;89024;auxerre;Scolarisés
Aucun diplôme;6 768;25,6 %;20,2 %;89024;auxerre;Non scolarisés
Brevet des collèges;1 534;5,8 %;5,5 %;89024;auxerre;Non scolarisés
CAP / BEP;6 555;24,8 %;29,3 %;89024;auxerre;Non scolarisés
Baccalauréat / brevet professionnel;4 277;16,2 %;18,8 %;89024;auxerre;Non scolarisés
De Bac +2 à Bac +4;5 059;19,1 %;19,8 %;89024;auxerre;Non scolarisés
Bac +5 et plus;2 244;8,5 %;6,5 %;89024;auxerre;Non scolarisés
2 - 5 ans;1 010;17,0 %;15,6 %;89387;sens;Scolarisés
6 - 10 ans;1 610;27,1 %;29,2 %;89387;sens;Scolarisés
11 - 14 ans;1 398;23,5 %;24,9 %;89387;sens;Scolarisés
15 - 17 ans;942;15,9 %;18,4 %;89387;sens;Scolarisés
18 - 24 ans;647;10,9 %;9,1 %;89387;sens;Scolarisés
25 - 29 ans;119;2,0 %;0,7 %;89387;sens;Scolarisés
30 ans et plus;212;3,6 %;2,2 %;89387;sens;Scolarisés
Aucun diplôme;6 240;31,4 %;20,2 %;89387;sens;Non scolarisés
Brevet des collèges;1 218;6,1 %;5,5 %;89387;sens;Non scolarisés
CAP / BEP;4 795;24,1 %;29,3 %;89387;sens;Non scolarisés
Baccalauréat / brevet professionnel;2 906;14,6 %;18,8 %;89387;sens;Non scolarisés
