"","0","1","2","3","code_insee","Ville"
"1847","De 1991 à 2005","1 955","20","15,9 %","84089","pertuis"
"1848","Après 2005","1 531","16","14,3 %","84089","pertuis"
"1849","Avant 1919","291","2","11,8 %","85047","challans"
"1850","De 1919 à 1945","204","2","8,6 %","85047","challans"
"1851","De 1946 à 1970","1 438","13","20,8 %","85047","challans"
"1852","De 1971 à 1990","2 980","28","28,6 %","85047","challans"
"1853","De 1991 à 2005","2 742","26","15,9 %","85047","challans"
"1854","Après 2005","2 773","26","14,3 %","85047","challans"
"1855","Avant 1919","571","6","11,8 %","85146","montaigu-vendee"
"1856","De 1919 à 1945","329","3","8,6 %","85146","montaigu-vendee"
"1857","De 1946 à 1970","1 107","12","20,8 %","85146","montaigu-vendee"
"1858","De 1971 à 1990","2 616","30","28,6 %","85146","montaigu-vendee"
"1859","De 1991 à 2005","2 111","24","15,9 %","85146","montaigu-vendee"
"1860","Après 2005","1 898","22","14,3 %","85146","montaigu-vendee"
"1861","Avant 1919","1 121","4","11,8 %","85191","la-roche-sur-yon"
"1862","De 1919 à 1945","1 051","3","8,6 %","85191","la-roche-sur-yon"
"1863","De 1946 à 1970","6 085","21","20,8 %","85191","la-roche-sur-yon"
"1864","De 1971 à 1990","9 173","32","28,6 %","85191","la-roche-sur-yon"
"1865","De 1991 à 2005","5 545","19","15,9 %","85191","la-roche-sur-yon"
"1866","Après 2005","4 929","17","14,3 %","85191","la-roche-sur-yon"
"1867","Avant 1919","924","3","11,8 %","85194","les-sables-d-olonne"
"1868","De 1919 à 1945","1 176","4","8,6 %","85194","les-sables-d-olonne"
"1869","De 1946 à 1970","4 387","17","20,8 %","85194","les-sables-d-olonne"
"1870","De 1971 à 1990","7 507","30","28,6 %","85194","les-sables-d-olonne"
"1871","De 1991 à 2005","5 315","21","15,9 %","85194","les-sables-d-olonne"
"1872","Après 2005","5 400","21","14,3 %","85194","les-sables-d-olonne"
"1873","Avant 1919","1 985","12","11,8 %","86066","chatellerault"
"1874","De 1919 à 1945","1 331","8","8,6 %","86066","chatellerault"
"1875","De 1946 à 1970","5 074","32","20,8 %","86066","chatellerault"
"1876","De 1971 à 1990","4 582","29","28,6 %","86066","chatellerault"
"1877","De 1991 à 2005","1 863","11","15,9 %","86066","chatellerault"
"1878","Après 2005","883","5","14,3 %","86066","chatellerault"
"1879","Avant 1919","4 877","9","11,8 %","86194","poitiers"
"1880","De 1919 à 1945","2 989","6","8,6 %","86194","poitiers"
"1881","De 1946 à 1970","12 840","25","20,8 %","86194","poitiers"
"1882","De 1971 à 1990","14 537","29","28,6 %","86194","poitiers"
"1883","De 1991 à 2005","9 736","19","15,9 %","86194","poitiers"
"1884","Après 2005","4 762","9","14,3 %","86194","poitiers"
"1885","Avant 1919","5 482","7","11,8 %","87085","limoges"
"1886","De 1919 à 1945","7 455","10","8,6 %","87085","limoges"
"1887","De 1946 à 1970","20 901","28","20,8 %","87085","limoges"
"1888","De 1971 à 1990","23 008","31","28,6 %","87085","limoges"
"1889","De 1991 à 2005","10 379","14","15,9 %","87085","limoges"
"1890","Après 2005","5 221","7","14,3 %","87085","limoges"
"1891","Avant 1919","1 257","7","11,8 %","88160","epinal"
"1892","De 1919 à 1945","1 526","9","8,6 %","88160","epinal"
"1893","De 1946 à 1970","5 190","32","20,8 %","88160","epinal"
"1894","De 1971 à 1990","4 762","29","28,6 %","88160","epinal"
"1895","De 1991 à 2005","1 804","11","15,9 %","88160","epinal"
"1896","Après 2005","1 378","8","14,3 %","88160","epinal"
"1897","Avant 1919","2 220","12","11,8 %","89024","auxerre"
"1898","De 1919 à 1945","1 539","8","8,6 %","89024","auxerre"
"1899","De 1946 à 1970","5 565","31","20,8 %","89024","auxerre"
"1900","De 1971 à 1990","5 058","28","28,6 %","89024","auxerre"
"1901","De 1991 à 2005","1 905","10","15,9 %","89024","auxerre"
"1902","Après 2005","1 488","8","14,3 %","89024","auxerre"
"1903","Avant 1919","1 668","12","11,8 %","89387","sens"
"1904","De 1919 à 1945","1 015","7","8,6 %","89387","sens"
"1905","De 1946 à 1970","3 062","23","20,8 %","89387","sens"
"1906","De 1971 à 1990","4 138","32","28,6 %","89387","sens"
"1907","De 1991 à 2005","1 662","12","15,9 %","89387","sens"
"1908","Après 2005","1 364","10","14,3 %","89387","sens"
"1909","Avant 1919","1 878","8","11,8 %","90010","belfort"
"1910","De 1919 à 1945","3 223","13","8,6 %","90010","belfort"
"1911","De 1946 à 1970","7 692","33","20,8 %","90010","belfort"
"1912","De 1971 à 1990","5 967","25","28,6 %","90010","belfort"
"1913","De 1991 à 2005","3 015","13","15,9 %","90010","belfort"
"1914","Après 2005","1 464","6","14,3 %","90010","belfort"
"1915","Avant 1919","428","3","11,8 %","91027","athis-mons"
"1916","De 1919 à 1945","1 021","7","8,6 %","91027","athis-mons"
"1917","De 1946 à 1970","5 079","35","20,8 %","91027","athis-mons"
"1918","De 1971 à 1990","3 184","22","28,6 %","91027","athis-mons"
"1919","De 1991 à 2005","1 173","8","15,9 %","91027","athis-mons"
"1920","Après 2005","3 409","23","14,3 %","91027","athis-mons"
"1921","Avant 1919","249","2","11,8 %","91103","bretigny-sur-orge"
"1922","De 1919 à 1945","355","3","8,6 %","91103","bretigny-sur-orge"
"1923","De 1946 à 1970","2 660","24","20,8 %","91103","bretigny-sur-orge"
"1924","De 1971 à 1990","3 448","31","28,6 %","91103","bretigny-sur-orge"
"1925","De 1991 à 2005","2 351","21","15,9 %","91103","bretigny-sur-orge"
"1926","Après 2005","2 032","18","14,3 %","91103","bretigny-sur-orge"
"1927","Avant 1919","748","7","11,8 %","91114","brunoy"
"1928","De 1919 à 1945","1 166","10","8,6 %","91114","brunoy"
"1929","De 1946 à 1970","3 458","32","20,8 %","91114","brunoy"
"1930","De 1971 à 1990","3 307","31","28,6 %","91114","brunoy"
"1931","De 1991 à 2005","1 242","11","15,9 %","91114","brunoy"
"1932","Après 2005","739","6","14,3 %","91114","brunoy"
"1933","Avant 1919","1 525","7","11,8 %","91174","corbeil-essonnes"
"1934","De 1919 à 1945","1 621","7","8,6 %","91174","corbeil-essonnes"
"1935","De 1946 à 1970","4 356","20","20,8 %","91174","corbeil-essonnes"
"1936","De 1971 à 1990","4 978","23","28,6 %","91174","corbeil-essonnes"
"1937","De 1991 à 2005","3 191","15","15,9 %","91174","corbeil-essonnes"
"1938","Après 2005","5 261","25","14,3 %","91174","corbeil-essonnes"
"1939","Avant 1919","499","4","11,8 %","91201","draveil"
"1940","De 1919 à 1945","1 103","9","8,6 %","91201","draveil"
"1941","De 1946 à 1970","4 309","36","20,8 %","91201","draveil"
"1942","De 1971 à 1990","3 319","28","28,6 %","91201","draveil"
"1943","De 1991 à 2005","1 430","12","15,9 %","91201","draveil"
"1944","Après 2005","1 032","8","14,3 %","91201","draveil"
"1945","Avant 1919","1 899","17","11,8 %","91223","etampes"
"1946","De 1919 à 1945","709","6","8,6 %","91223","etampes"
"1947","De 1946 à 1970","2 757","25","20,8 %","91223","etampes"
"1948","De 1971 à 1990","2 573","24","28,6 %","91223","etampes"
"1949","De 1991 à 2005","973","9","15,9 %","91223","etampes"
"1950","Après 2005","1 714","16","14,3 %","91223","etampes"
"1951","Avant 1919","187","0","11,8 %","91228","evry-courcouronnes"
"1952","De 1919 à 1945","225","0","8,6 %","91228","evry-courcouronnes"
"1953","De 1946 à 1970","3 539","13","20,8 %","91228","evry-courcouronnes"
"1954","De 1971 à 1990","15 910","60","28,6 %","91228","evry-courcouronnes"
"1955","De 1991 à 2005","4 263","16","15,9 %","91228","evry-courcouronnes"
"1956","Après 2005","2 206","8","14,3 %","91228","evry-courcouronnes"
"1957","Avant 1919","179","1","11,8 %","91272","gif-sur-yvette"
"1958","De 1919 à 1945","196","2","8,6 %","91272","gif-sur-yvette"
"1959","De 1946 à 1970","1 988","20","20,8 %","91272","gif-sur-yvette"
"1960","De 1971 à 1990","4 438","46","28,6 %","91272","gif-sur-yvette"
"1961","De 1991 à 2005","1 308","13","15,9 %","91272","gif-sur-yvette"
"1962","Après 2005","1 492","15","14,3 %","91272","gif-sur-yvette"
"1963","Avant 1919","199","2","11,8 %","91286","grigny"
"1964","De 1919 à 1945","151","1","8,6 %","91286","grigny"
"1965","De 1946 à 1970","5 172","56","20,8 %","91286","grigny"
"1966","De 1971 à 1990","2 559","27","28,6 %","91286","grigny"
"1967","De 1991 à 2005","595","6","15,9 %","91286","grigny"
"1968","Après 2005","515","5","14,3 %","91286","grigny"
"1969","Avant 1919","249","2","11,8 %","91345","longjumeau"
"1970","De 1919 à 1945","241","2","8,6 %","91345","longjumeau"
"1971","De 1946 à 1970","3 093","35","20,8 %","91345","longjumeau"
"1972","De 1971 à 1990","3 472","39","28,6 %","91345","longjumeau"
"1973","De 1991 à 2005","1 179","13","15,9 %","91345","longjumeau"
"1974","Après 2005","518","5","14,3 %","91345","longjumeau"
"1975","Avant 1919","242","1","11,8 %","91377","massy"
"1976","De 1919 à 1945","493","2","8,6 %","91377","massy"
"1977","De 1946 à 1970","7 337","32","20,8 %","91377","massy"
"1978","De 1971 à 1990","5 332","23","28,6 %","91377","massy"
"1979","De 1991 à 2005","2 881","12","15,9 %","91377","massy"
"1980","Après 2005","6 419","28","14,3 %","91377","massy"
"1981","Avant 1919","520","5","11,8 %","91421","montgeron"
"1982","De 1919 à 1945","1 246","13","8,6 %","91421","montgeron"
"1983","De 1946 à 1970","3 242","34","20,8 %","91421","montgeron"
"1984","De 1971 à 1990","2 351","25","28,6 %","91421","montgeron"
"1985","De 1991 à 2005","1 410","15","15,9 %","91421","montgeron"
"1986","Après 2005","587","6","14,3 %","91421","montgeron"
"1987","Avant 1919","202","2","11,8 %","91434","morsang-sur-orge"
"1988","De 1919 à 1945","485","6","8,6 %","91434","morsang-sur-orge"
"1989","De 1946 à 1970","2 988","36","20,8 %","91434","morsang-sur-orge"
"1990","De 1971 à 1990","2 630","32","28,6 %","91434","morsang-sur-orge"
"1991","De 1991 à 2005","1 075","13","15,9 %","91434","morsang-sur-orge"
"1992","Après 2005","727","9","14,3 %","91434","morsang-sur-orge"
"1993","Avant 1919","382","2","11,8 %","91477","palaiseau"
"1994","De 1919 à 1945","797","5","8,6 %","91477","palaiseau"
"1995","De 1946 à 1970","4 715","30","20,8 %","91477","palaiseau"
"1996","De 1971 à 1990","4 541","29","28,6 %","91477","palaiseau"
"1997","De 1991 à 2005","1 446","9","15,9 %","91477","palaiseau"
"1998","Après 2005","3 685","23","14,3 %","91477","palaiseau"
"1999","Avant 1919","177","1","11,8 %","91521","ris-orangis"
"2000","De 1919 à 1945","610","5","8,6 %","91521","ris-orangis"
"2001","De 1946 à 1970","5 658","49","20,8 %","91521","ris-orangis"
"2002","De 1971 à 1990","2 807","24","28,6 %","91521","ris-orangis"
"2003","De 1991 à 2005","1 103","9","15,9 %","91521","ris-orangis"
"2004","Après 2005","997","8","14,3 %","91521","ris-orangis"
"2005","Avant 1919","107","0","11,8 %","91549","sainte-genevieve-des-bois"
"2006","De 1919 à 1945","1 052","7","8,6 %","91549","sainte-genevieve-des-bois"
"2007","De 1946 à 1970","5 332","35","20,8 %","91549","sainte-genevieve-des-bois"
"2008","De 1971 à 1990","4 141","27","28,6 %","91549","sainte-genevieve-des-bois"
"2009","De 1991 à 2005","2 676","18","15,9 %","91549","sainte-genevieve-des-bois"
"2010","Après 2005","1 531","10","14,3 %","91549","sainte-genevieve-des-bois"
"2011","Avant 1919","234","2","11,8 %","91570","saint-michel-sur-orge"
"2012","De 1919 à 1945","391","4","8,6 %","91570","saint-michel-sur-orge"
"2013","De 1946 à 1970","3 485","39","20,8 %","91570","saint-michel-sur-orge"
"2014","De 1971 à 1990","3 239","36","28,6 %","91570","saint-michel-sur-orge"
"2015","De 1991 à 2005","753","8","15,9 %","91570","saint-michel-sur-orge"
"2016","Après 2005","735","8","14,3 %","91570","saint-michel-sur-orge"
"2017","Avant 1919","278","1","11,8 %","91589","savigny-sur-orge"
"2018","De 1919 à 1945","1 951","12","8,6 %","91589","savigny-sur-orge"
"2019","De 1946 à 1970","5 891","38","20,8 %","91589","savigny-sur-orge"
"2020","De 1971 à 1990","4 303","28","28,6 %","91589","savigny-sur-orge"
"2021","De 1991 à 2005","2 073","13","15,9 %","91589","savigny-sur-orge"
"2022","Après 2005","894","5","14,3 %","91589","savigny-sur-orge"
"2023","Avant 1919","232","2","11,8 %","91657","vigneux-sur-seine"
"2024","De 1919 à 1945","1 042","8","8,6 %","91657","vigneux-sur-seine"
"2025","De 1946 à 1970","3 667","31","20,8 %","91657","vigneux-sur-seine"
"2026","De 1971 à 1990","2 593","22","28,6 %","91657","vigneux-sur-seine"
"2027","De 1991 à 2005","1 247","10","15,9 %","91657","vigneux-sur-seine"
"2028","Après 2005","2 922","25","14,3 %","91657","vigneux-sur-seine"
"2029","Avant 1919","116","0","11,8 %","91687","viry-chatillon"
"2030","De 1919 à 1945","765","5","8,6 %","91687","viry-chatillon"
"2031","De 1946 à 1970","4 667","36","20,8 %","91687","viry-chatillon"
"2032","De 1971 à 1990","4 178","32","28,6 %","91687","viry-chatillon"
"2033","De 1991 à 2005","1 979","15","15,9 %","91687","viry-chatillon"
"2034","Après 2005","1 154","9","14,3 %","91687","viry-chatillon"
"2035","Avant 1919","389","3","11,8 %","91691","yerres"
"2036","De 1919 à 1945","630","5","8,6 %","91691","yerres"
"2037","De 1946 à 1970","3 941","32","20,8 %","91691","yerres"
"2038","De 1971 à 1990","4 617","38","28,6 %","91691","yerres"
"2039","De 1991 à 2005","1 608","13","15,9 %","91691","yerres"
"2040","Après 2005","827","6","14,3 %","91691","yerres"
"2041","Avant 1919","21","0","11,8 %","91692","les-ulis"
"2042","De 1919 à 1945","68","0","8,6 %","91692","les-ulis"
"2043","De 1946 à 1970","1 158","12","20,8 %","91692","les-ulis"
"2044","De 1971 à 1990","7 186","74","28,6 %","91692","les-ulis"
"2045","De 1991 à 2005","622","6","15,9 %","91692","les-ulis"
"2046","Après 2005","547","5","14,3 %","91692","les-ulis"
"2047","Avant 1919","477","1","11,8 %","92002","antony"
"2048","De 1919 à 1945","2 164","8","8,6 %","92002","antony"
"2049","De 1946 à 1970","8 626","31","20,8 %","92002","antony"
"2050","De 1971 à 1990","7 267","26","28,6 %","92002","antony"
"2051","De 1991 à 2005","4 351","16","15,9 %","92002","antony"
"2052","Après 2005","4 272","15","14,3 %","92002","antony"
"2053","Avant 1919","3 686","9","11,8 %","92004","asnieres-sur-seine"
"2054","De 1919 à 1945","8 380","21","8,6 %","92004","asnieres-sur-seine"
"2055","De 1946 à 1970","9 311","23","20,8 %","92004","asnieres-sur-seine"
"2056","De 1971 à 1990","8 274","21","28,6 %","92004","asnieres-sur-seine"
"2057","De 1991 à 2005","5 225","13","15,9 %","92004","asnieres-sur-seine"
"2058","Après 2005","4 307","11","14,3 %","92004","asnieres-sur-seine"
"2059","Avant 1919","201","1","11,8 %","92007","bagneux"
"2060","De 1919 à 1945","1 301","7","8,6 %","92007","bagneux"
"2061","De 1946 à 1970","7 515","42","20,8 %","92007","bagneux"
"2062","De 1971 à 1990","4 809","27","28,6 %","92007","bagneux"
"2063","De 1991 à 2005","1 859","10","15,9 %","92007","bagneux"
"2064","Après 2005","2 007","11","14,3 %","92007","bagneux"
"2065","Avant 1919","1 540","11","11,8 %","92009","bois-colombes"
"2066","De 1919 à 1945","3 585","27","8,6 %","92009","bois-colombes"
"2067","De 1946 à 1970","3 125","23","20,8 %","92009","bois-colombes"
"2068","De 1971 à 1990","2 007","15","28,6 %","92009","bois-colombes"
"2069","De 1991 à 2005","1 386","10","15,9 %","92009","bois-colombes"
"2070","Après 2005","1 658","12","14,3 %","92009","bois-colombes"
"2071","Avant 1919","3 380","5","11,8 %","92012","boulogne-billancourt"
"2072","De 1919 à 1945","8 614","14","8,6 %","92012","boulogne-billancourt"
"2073","De 1946 à 1970","16 437","27","20,8 %","92012","boulogne-billancourt"
"2074","De 1971 à 1990","15 265","25","28,6 %","92012","boulogne-billancourt"
"2075","De 1991 à 2005","8 726","14","15,9 %","92012","boulogne-billancourt"
"2076","Après 2005","6 688","11","14,3 %","92012","boulogne-billancourt"
"2077","Avant 1919","443","4","11,8 %","92014","bourg-la-reine"
"2078","De 1919 à 1945","1 167","12","8,6 %","92014","bourg-la-reine"
"2079","De 1946 à 1970","3 397","37","20,8 %","92014","bourg-la-reine"
"2080","De 1971 à 1990","2 355","25","28,6 %","92014","bourg-la-reine"
"2081","De 1991 à 2005","794","8","15,9 %","92014","bourg-la-reine"
"2082","Après 2005","953","10","14,3 %","92014","bourg-la-reine"
"2083","Avant 1919","194","1","11,8 %","92019","chatenay-malabry"
"2084","De 1919 à 1945","1 403","9","8,6 %","92019","chatenay-malabry"
"2085","De 1946 à 1970","4 894","32","20,8 %","92019","chatenay-malabry"
"2086","De 1971 à 1990","4 078","27","28,6 %","92019","chatenay-malabry"
"2087","De 1991 à 2005","1 763","11","15,9 %","92019","chatenay-malabry"
"2088","Après 2005","2 535","17","14,3 %","92019","chatenay-malabry"
"2089","Avant 1919","247","1","11,8 %","92020","chatillon"
"2090","De 1919 à 1945","1 306","7","8,6 %","92020","chatillon"
"2091","De 1946 à 1970","4 334","26","20,8 %","92020","chatillon"
"2092","De 1971 à 1990","3 419","20","28,6 %","92020","chatillon"
"2093","De 1991 à 2005","5 112","30","15,9 %","92020","chatillon"
"2094","Après 2005","2 142","12","14,3 %","92020","chatillon"
"2095","Avant 1919","1 325","5","11,8 %","92023","clamart"
"2096","De 1919 à 1945","3 301","14","8,6 %","92023","clamart"
"2097","De 1946 à 1970","8 043","35","20,8 %","92023","clamart"
"2098","De 1971 à 1990","4 694","20","28,6 %","92023","clamart"
"2099","De 1991 à 2005","2 955","13","15,9 %","92023","clamart"
"2100","Après 2005","2 192","9","14,3 %","92023","clamart"
"2101","Avant 1919","2 112","7","11,8 %","92024","clichy"
"2102","De 1919 à 1945","5 585","18","8,6 %","92024","clichy"
"2103","De 1946 à 1970","6 078","20","20,8 %","92024","clichy"
"2104","De 1971 à 1990","7 137","24","28,6 %","92024","clichy"
