Catégorie socioprofessionnelle,2010,%,2015,%.1,2021,%.2,code_insee,Ville
Autres personnes sans activité professionnelle,4015,"16,7",4392,"17,5",4403,"17,6",78490,plaisir
Ensemble,30625,"100,0",29557,"100,0",31627,"100,0",78498,poissy
Agriculteurs exploitants,13,"0,0",15,"0,1",0,"0,0",78498,poissy
"Artisans, commerçants, chefs d'entreprise",573,"1,9",591,"2,0",672,"2,1",78498,poissy
Cadres et professions intellectuelles supérieures,4813,"15,7",4818,"16,3",5607,"17,7",78498,poissy
Professions intermédiaires,5130,"16,8",4986,"16,9",4822,"15,2",78498,poissy
Employés,5483,"17,9",5282,"17,9",5382,"17,0",78498,poissy
Ouvriers,3093,"10,1",2680,"9,1",2635,"8,3",78498,poissy
Retraités,6838,"22,3",6790,"23,0",6995,"22,1",78498,poissy
Autres personnes sans activité professionnelle,4682,"15,3",4397,"14,9",5514,"17,4",78498,poissy
Ensemble,21290,"100,0",20853,"100,0",22465,"100,0",78517,rambouillet
Agriculteurs exploitants,12,"0,1",6,"0,0",0,"0,0",78517,rambouillet
"Artisans, commerçants, chefs d'entreprise",399,"1,9",499,"2,4",506,"2,3",78517,rambouillet
Cadres et professions intellectuelles supérieures,3295,"15,5",3445,"16,5",4379,"19,5",78517,rambouillet
Professions intermédiaires,3486,"16,4",3417,"16,4",3651,"16,3",78517,rambouillet
Employés,3553,"16,7",3546,"17,0",3011,"13,4",78517,rambouillet
Ouvriers,1950,"9,2",1432,"6,9",1455,"6,5",78517,rambouillet
Retraités,5260,"24,7",5508,"26,4",6348,"28,3",78517,rambouillet
Autres personnes sans activité professionnelle,3335,"15,7",3001,"14,4",3116,"13,9",78517,rambouillet
Ensemble,13449,"100,0",14236,"100,0",16389,"100,0",78545,saint-cyr-l-ecole
Agriculteurs exploitants,4,"0,0",3,"0,0",0,"0,0",78545,saint-cyr-l-ecole
"Artisans, commerçants, chefs d'entreprise",236,"1,8",282,"2,0",266,"1,6",78545,saint-cyr-l-ecole
Cadres et professions intellectuelles supérieures,2639,"19,6",3079,"21,6",4329,"26,4",78545,saint-cyr-l-ecole
Professions intermédiaires,2534,"18,8",2514,"17,7",2800,"17,1",78545,saint-cyr-l-ecole
Employés,2455,"18,3",2772,"19,5",2735,"16,7",78545,saint-cyr-l-ecole
Ouvriers,1125,"8,4",962,"6,8",1081,"6,6",78545,saint-cyr-l-ecole
Retraités,2398,"17,8",2378,"16,7",2588,"15,8",78545,saint-cyr-l-ecole
Autres personnes sans activité professionnelle,2057,"15,3",2246,"15,8",2590,"15,8",78545,saint-cyr-l-ecole
Ensemble,36051,"100,0",35227,"100,0",36025,"100,0",78551,saint-germain-en-laye
Agriculteurs exploitants,24,"0,1",8,"0,0",12,"0,0",78551,saint-germain-en-laye
"Artisans, commerçants, chefs d'entreprise",979,"2,7",1006,"2,9",999,"2,8",78551,saint-germain-en-laye
Cadres et professions intellectuelles supérieures,8681,"24,1",8420,"23,9",9479,"26,3",78551,saint-germain-en-laye
Professions intermédiaires,5645,"15,7",5539,"15,7",5634,"15,6",78551,saint-germain-en-laye
Employés,4704,"13,0",4431,"12,6",4356,"12,1",78551,saint-germain-en-laye
Ouvriers,1550,"4,3",1521,"4,3",1460,"4,1",78551,saint-germain-en-laye
Retraités,7822,"21,7",7778,"22,1",7511,"20,8",78551,saint-germain-en-laye
Autres personnes sans activité professionnelle,6646,"18,4",6524,"18,5",6573,"18,2",78551,saint-germain-en-laye
Ensemble,40856,"100,0",41882,"100,0",41559,"100,0",78586,sartrouville
Agriculteurs exploitants,4,"0,0",0,"0,0",0,"0,0",78586,sartrouville
"Artisans, commerçants, chefs d'entreprise",1066,"2,6",1060,"2,5",1093,"2,6",78586,sartrouville
Cadres et professions intellectuelles supérieures,5186,"12,7",6232,"14,9",7717,"18,6",78586,sartrouville
Professions intermédiaires,6672,"16,3",6906,"16,5",6237,"15,0",78586,sartrouville
Employés,8166,"20,0",8007,"19,1",6741,"16,2",78586,sartrouville
Ouvriers,4892,"12,0",4349,"10,4",3939,"9,5",78586,sartrouville
Retraités,8541,"20,9",8884,"21,2",8973,"21,6",78586,sartrouville
Autres personnes sans activité professionnelle,6330,"15,5",6444,"15,4",6860,"16,5",78586,sartrouville
Ensemble,21545,"100,0",23728,"100,0",25475,"100,0",78621,trappes
Agriculteurs exploitants,4,"0,0",11,"0,0",0,"0,0",78621,trappes
"Artisans, commerçants, chefs d'entreprise",351,"1,6",441,"1,9",584,"2,3",78621,trappes
Cadres et professions intellectuelles supérieures,1034,"4,8",1201,"5,1",1953,"7,7",78621,trappes
Professions intermédiaires,2953,"13,7",3374,"14,2",3682,"14,5",78621,trappes
Employés,5302,"24,6",5702,"24,0",5330,"20,9",78621,trappes
Ouvriers,4302,"20,0",4272,"18,0",4128,"16,2",78621,trappes
Retraités,2946,"13,7",3446,"14,5",3593,"14,1",78621,trappes
Autres personnes sans activité professionnelle,4654,"21,6",5281,"22,3",6205,"24,4",78621,trappes
Ensemble,16791,"100,0",17354,"100,0",18932,"100,0",78640,velizy-villacoublay
Agriculteurs exploitants,3,"0,0",0,"0,0",1,"0,0",78640,velizy-villacoublay
"Artisans, commerçants, chefs d'entreprise",333,"2,0",401,"2,3",463,"2,4",78640,velizy-villacoublay
Cadres et professions intellectuelles supérieures,2967,"17,7",3273,"18,9",4618,"24,4",78640,velizy-villacoublay
Professions intermédiaires,3028,"18,0",3156,"18,2",3324,"17,6",78640,velizy-villacoublay
Employés,3118,"18,6",3150,"18,1",3246,"17,1",78640,velizy-villacoublay
Ouvriers,892,"5,3",1194,"6,9",1033,"5,5",78640,velizy-villacoublay
Retraités,4523,"26,9",4134,"23,8",3871,"20,4",78640,velizy-villacoublay
Autres personnes sans activité professionnelle,1928,"11,5",2046,"11,8",2376,"12,5",78640,velizy-villacoublay
Ensemble,70048,"100,0",69510,"100,0",68109,"100,0",78646,versailles
Agriculteurs exploitants,34,"0,0",24,"0,0",23,"0,0",78646,versailles
"Artisans, commerçants, chefs d'entreprise",1550,"2,2",1729,"2,5",1868,"2,7",78646,versailles
Cadres et professions intellectuelles supérieures,16829,"24,0",18109,"26,1",19571,"28,7",78646,versailles
Professions intermédiaires,9385,"13,4",9344,"13,4",8910,"13,1",78646,versailles
Employés,10060,"14,4",9024,"13,0",8427,"12,4",78646,versailles
Ouvriers,2578,"3,7",2397,"3,4",2019,"3,0",78646,versailles
Retraités,15406,"22,0",15503,"22,3",13960,"20,5",78646,versailles
Autres personnes sans activité professionnelle,14205,"20,3",13382,"19,3",13331,"19,6",78646,versailles
Ensemble,48648,"100,0",49344,"100,0",50297,"100,0",79191,niort
Agriculteurs exploitants,66,"0,1",41,"0,1",45,"0,1",79191,niort
"Artisans, commerçants, chefs d'entreprise",1214,"2,5",1266,"2,6",1457,"2,9",79191,niort
Cadres et professions intellectuelles supérieures,4763,"9,8",5446,"11,0",6392,"12,7",79191,niort
Professions intermédiaires,7450,"15,3",7188,"14,6",7191,"14,3",79191,niort
Employés,8064,"16,6",8374,"17,0",7905,"15,7",79191,niort
Ouvriers,5822,"12,0",5305,"10,8",4887,"9,7",79191,niort
Retraités,14038,"28,9",14332,"29,0",14404,"28,6",79191,niort
Autres personnes sans activité professionnelle,7230,"14,9",7394,"15,0",8017,"15,9",79191,niort
Ensemble,19922,"100,0",19400,"100,0",19076,"100,0",80001,abbeville
Agriculteurs exploitants,23,"0,1",20,"0,1",26,"0,1",80001,abbeville
"Artisans, commerçants, chefs d'entreprise",424,"2,1",438,"2,3",500,"2,6",80001,abbeville
Cadres et professions intellectuelles supérieures,738,"3,7",861,"4,4",879,"4,6",80001,abbeville
Professions intermédiaires,1823,"9,2",1855,"9,6",1719,"9,0",80001,abbeville
Employés,3375,"16,9",3197,"16,5",3189,"16,7",80001,abbeville
Ouvriers,3321,"16,7",3059,"15,8",2778,"14,6",80001,abbeville
Retraités,5991,"30,1",5824,"30,0",6153,"32,3",80001,abbeville
Autres personnes sans activité professionnelle,4227,"21,2",4146,"21,4",3832,"20,1",80001,abbeville
Ensemble,110344,"100,0",109784,"100,0",111077,"100,0",80021,amiens
Agriculteurs exploitants,58,"0,1",63,"0,1",95,"0,1",80021,amiens
"Artisans, commerçants, chefs d'entreprise",1899,"1,7",2013,"1,8",2301,"2,1",80021,amiens
Cadres et professions intellectuelles supérieures,10138,"9,2",10748,"9,8",12092,"10,9",80021,amiens
Professions intermédiaires,15592,"14,1",15019,"13,7",15105,"13,6",80021,amiens
Employés,19193,"17,4",18124,"16,5",17466,"15,7",80021,amiens
Ouvriers,13532,"12,3",11765,"10,7",11007,"9,9",80021,amiens
Retraités,22311,"20,2",22314,"20,3",21689,"19,5",80021,amiens
Autres personnes sans activité professionnelle,27621,"25,0",29739,"27,1",31321,"28,2",80021,amiens
Ensemble,42177,"100,0",42515,"100,0",43603,"100,0",81004,albi
Agriculteurs exploitants,59,"0,1",64,"0,1",40,"0,1",81004,albi
"Artisans, commerçants, chefs d'entreprise",1229,"2,9",1365,"3,2",1553,"3,6",81004,albi
Cadres et professions intellectuelles supérieures,2976,"7,1",3050,"7,2",3352,"7,7",81004,albi
Professions intermédiaires,5272,"12,5",5653,"13,3",5523,"12,7",81004,albi
Employés,6352,"15,1",6432,"15,1",5899,"13,5",81004,albi
Ouvriers,3796,"9,0",3517,"8,3",3792,"8,7",81004,albi
Retraités,13759,"32,6",13706,"32,2",14148,"32,4",81004,albi
Autres personnes sans activité professionnelle,8735,"20,7",8727,"20,5",9297,"21,3",81004,albi
Ensemble,35179,"100,0",34625,"100,0",35792,"100,0",81065,castres
Agriculteurs exploitants,80,"0,2",86,"0,2",95,"0,3",81065,castres
"Artisans, commerçants, chefs d'entreprise",1102,"3,1",1103,"3,2",1314,"3,7",81065,castres
Cadres et professions intellectuelles supérieures,2077,"5,9",2192,"6,3",2294,"6,4",81065,castres
Professions intermédiaires,4187,"11,9",4281,"12,4",4557,"12,7",81065,castres
Employés,6155,"17,5",5897,"17,0",5888,"16,4",81065,castres
Ouvriers,4159,"11,8",3808,"11,0",3612,"10,1",81065,castres
Retraités,11283,"32,1",11473,"33,1",11780,"32,9",81065,castres
Autres personnes sans activité professionnelle,6137,"17,4",5783,"16,7",6253,"17,5",81065,castres
Ensemble,46759,"100,0",49077,"100,0",51100,"100,0",82121,montauban
Agriculteurs exploitants,126,"0,3",168,"0,3",136,"0,3",82121,montauban
"Artisans, commerçants, chefs d'entreprise",1600,"3,4",1814,"3,7",1902,"3,7",82121,montauban
Cadres et professions intellectuelles supérieures,3088,"6,6",3486,"7,1",4285,"8,4",82121,montauban
Professions intermédiaires,6268,"13,4",6585,"13,4",6956,"13,6",82121,montauban
Employés,8488,"18,2",8298,"16,9",8225,"16,1",82121,montauban
Ouvriers,5685,"12,2",5859,"11,9",5352,"10,5",82121,montauban
Retraités,13831,"29,6",14513,"29,6",14675,"28,7",82121,montauban
Autres personnes sans activité professionnelle,7672,"16,4",8355,"17,0",9568,"18,7",82121,montauban
Ensemble,29866,"100,0",33069,"100,0",32960,"100,0",83050,draguignan
Agriculteurs exploitants,44,"0,1",35,"0,1",55,"0,2",83050,draguignan
"Artisans, commerçants, chefs d'entreprise",1178,"3,9",1392,"4,2",1392,"4,2",83050,draguignan
Cadres et professions intellectuelles supérieures,1836,"6,1",1982,"6,0",1950,"5,9",83050,draguignan
Professions intermédiaires,3795,"12,7",4198,"12,7",4259,"12,9",83050,draguignan
Employés,6036,"20,2",7037,"21,3",6166,"18,7",83050,draguignan
Ouvriers,3294,"11,0",3521,"10,6",3312,"10,1",83050,draguignan
Retraités,8305,"27,8",9076,"27,4",9564,"29,0",83050,draguignan
Autres personnes sans activité professionnelle,5378,"18,0",5830,"17,6",6261,"19,0",83050,draguignan
Ensemble,44019,"100,0",44845,"100,0",49285,"100,0",83061,frejus
Agriculteurs exploitants,88,"0,2",58,"0,1",45,"0,1",83061,frejus
"Artisans, commerçants, chefs d'entreprise",2183,"5,0",2185,"4,9",2703,"5,5",83061,frejus
Cadres et professions intellectuelles supérieures,2048,"4,7",2515,"5,6",2747,"5,6",83061,frejus
Professions intermédiaires,4752,"10,8",5178,"11,5",6274,"12,7",83061,frejus
Employés,7987,"18,1",7899,"17,6",8405,"17,1",83061,frejus
Ouvriers,4623,"10,5",4357,"9,7",4337,"8,8",83061,frejus
Retraités,15346,"34,9",15743,"35,1",17479,"35,5",83061,frejus
Autres personnes sans activité professionnelle,6992,"15,9",6912,"15,4",7294,"14,8",83061,frejus
Ensemble,21978,"100,0",21357,"100,0",22057,"100,0",83062,la-garde
Agriculteurs exploitants,26,"0,1",24,"0,1",19,"0,1",83062,la-garde
"Artisans, commerçants, chefs d'entreprise",577,"2,6",583,"2,7",688,"3,1",83062,la-garde
Cadres et professions intellectuelles supérieures,1472,"6,7",1517,"7,1",1651,"7,5",83062,la-garde
Professions intermédiaires,2861,"13,0",2986,"14,0",3076,"13,9",83062,la-garde
Employés,3789,"17,2",3806,"17,8",3766,"17,1",83062,la-garde
Ouvriers,1989,"9,0",1755,"8,2",1665,"7,6",83062,la-garde
Retraités,5746,"26,1",6187,"29,0",6345,"28,8",83062,la-garde
Autres personnes sans activité professionnelle,5519,"25,1",4499,"21,1",4848,"22,0",83062,la-garde
Ensemble,46526,"100,0",48323,"100,0",48398,"100,0",83069,hyeres
Agriculteurs exploitants,362,"0,8",340,"0,7",321,"0,7",83069,hyeres
"Artisans, commerçants, chefs d'entreprise",1933,"4,2",2078,"4,3",2077,"4,3",83069,hyeres
Cadres et professions intellectuelles supérieures,2798,"6,0",2912,"6,0",3159,"6,5",83069,hyeres
Professions intermédiaires,6009,"12,9",6107,"12,6",6202,"12,8",83069,hyeres
Employés,8470,"18,2",8643,"17,9",7698,"15,9",83069,hyeres
Ouvriers,4181,"9,0",3928,"8,1",3542,"7,3",83069,hyeres
Retraités,15566,"33,5",16940,"35,1",17303,"35,8",83069,hyeres
Autres personnes sans activité professionnelle,7207,"15,5",7375,"15,3",8095,"16,7",83069,hyeres
Ensemble,29634,"100,0",31247,"100,0",31960,"100,0",83118,saint-raphael
Agriculteurs exploitants,14,"0,0",12,"0,0",4,"0,0",83118,saint-raphael
"Artisans, commerçants, chefs d'entreprise",1292,"4,4",1723,"5,5",1618,"5,1",83118,saint-raphael
Cadres et professions intellectuelles supérieures,1618,"5,5",1773,"5,7",1815,"5,7",83118,saint-raphael
Professions intermédiaires,2869,"9,7",3117,"10,0",3154,"9,9",83118,saint-raphael
Employés,4063,"13,7",4167,"13,3",3850,"12,0",83118,saint-raphael
Ouvriers,2077,"7,0",1949,"6,2",1742,"5,4",83118,saint-raphael
Retraités,13673,"46,1",14698,"47,0",15415,"48,2",83118,saint-raphael
Autres personnes sans activité professionnelle,4026,"13,6",3809,"12,2",4362,"13,6",83118,saint-raphael
Ensemble,51417,"100,0",53461,"100,0",53296,"100,0",83126,la-seyne-sur-mer
Agriculteurs exploitants,51,"0,1",37,"0,1",45,"0,1",83126,la-seyne-sur-mer
"Artisans, commerçants, chefs d'entreprise",1565,"3,0",1849,"3,5",1974,"3,7",83126,la-seyne-sur-mer
Cadres et professions intellectuelles supérieures,2784,"5,4",3032,"5,7",2900,"5,4",83126,la-seyne-sur-mer
Professions intermédiaires,6492,"12,6",7093,"13,3",6984,"13,1",83126,la-seyne-sur-mer
Employés,9405,"18,3",10172,"19,0",9377,"17,6",83126,la-seyne-sur-mer
Ouvriers,5562,"10,8",5252,"9,8",4944,"9,3",83126,la-seyne-sur-mer
Retraités,15162,"29,5",16615,"31,1",16894,"31,7",83126,la-seyne-sur-mer
Autres personnes sans activité professionnelle,10397,"20,2",9412,"17,6",10178,"19,1",83126,la-seyne-sur-mer
Ensemble,30022,"100,0",28905,"100,0",31810,"100,0",83129,six-fours-les-plages
Agriculteurs exploitants,42,"0,1",19,"0,1",25,"0,1",83129,six-fours-les-plages
"Artisans, commerçants, chefs d'entreprise",1268,"4,2",1496,"5,2",1507,"4,7",83129,six-fours-les-plages
Cadres et professions intellectuelles supérieures,1731,"5,8",2029,"7,0",2574,"8,1",83129,six-fours-les-plages
Professions intermédiaires,4158,"13,8",4041,"14,0",4141,"13,0",83129,six-fours-les-plages
Employés,4596,"15,3",4477,"15,5",4705,"14,8",83129,six-fours-les-plages
Ouvriers,1935,"6,4",1774,"6,1",1898,"6,0",83129,six-fours-les-plages
Retraités,11887,"39,6",11045,"38,2",12682,"39,9",83129,six-fours-les-plages
Autres personnes sans activité professionnelle,4406,"14,7",4024,"13,9",4279,"13,5",83129,six-fours-les-plages
Ensemble,137963,"100,0",140465,"100,0",150977,"100,0",83137,toulon
Agriculteurs exploitants,43,"0,0",46,"0,0",72,"0,0",83137,toulon
"Artisans, commerçants, chefs d'entreprise",4024,"2,9",4130,"2,9",5199,"3,4",83137,toulon
Cadres et professions intellectuelles supérieures,8499,"6,2",9434,"6,7",10582,"7,0",83137,toulon
Professions intermédiaires,16912,"12,3",17121,"12,2",19057,"12,6",83137,toulon
Employés,26452,"19,2",25598,"18,2",27047,"17,9",83137,toulon
Ouvriers,14350,"10,4",13530,"9,6",15434,"10,2",83137,toulon
Retraités,38412,"27,8",40512,"28,8",40952,"27,1",83137,toulon
Autres personnes sans activité professionnelle,29272,"21,2",30094,"21,4",32634,"21,6",83137,toulon
Ensemble,17705,"100,0",19811,"100,0",20284,"100,0",83144,la-valette-du-var
Agriculteurs exploitants,13,"0,1",5,"0,0",3,"0,0",83144,la-valette-du-var
"Artisans, commerçants, chefs d'entreprise",617,"3,5",731,"3,7",906,"4,5",83144,la-valette-du-var
Cadres et professions intellectuelles supérieures,1093,"6,2",1480,"7,5",1403,"6,9",83144,la-valette-du-var
Professions intermédiaires,2678,"15,1",2960,"14,9",3271,"16,1",83144,la-valette-du-var
Employés,3511,"19,8",3980,"20,1",3826,"18,9",83144,la-valette-du-var
Ouvriers,1586,"9,0",1538,"7,8",1629,"8,0",83144,la-valette-du-var
Retraités,5410,"30,6",6317,"31,9",6240,"30,8",83144,la-valette-du-var
Autres personnes sans activité professionnelle,2795,"15,8",2801,"14,1",3007,"14,8",83144,la-valette-du-var
Ensemble,72657,"100,0",74528,"100,0",72944,"100,0",84007,avignon
Agriculteurs exploitants,105,"0,1",87,"0,1",144,"0,2",84007,avignon
"Artisans, commerçants, chefs d'entreprise",2324,"3,2",2243,"3,0",2460,"3,4",84007,avignon
Cadres et professions intellectuelles supérieures,4945,"6,8",5613,"7,5",5945,"8,2",84007,avignon
Professions intermédiaires,8928,"12,3",8593,"11,5",8525,"11,7",84007,avignon
Employés,12263,"16,9",12357,"16,6",11144,"15,3",84007,avignon
Ouvriers,9790,"13,5",9224,"12,4",8677,"11,9",84007,avignon
Retraités,17423,"24,0",18849,"25,3",17267,"23,7",84007,avignon
Autres personnes sans activité professionnelle,16879,"23,2",17562,"23,6",18782,"25,7",84007,avignon
Ensemble,23797,"100,0",23411,"100,0",24877,"100,0",84031,carpentras
Agriculteurs exploitants,57,"0,2",115,"0,5",112,"0,4",84031,carpentras
"Artisans, commerçants, chefs d'entreprise",1020,"4,3",952,"4,1",1053,"4,2",84031,carpentras
Cadres et professions intellectuelles supérieures,1239,"5,2",879,"3,8",1147,"4,6",84031,carpentras
Professions intermédiaires,2677,"11,3",2529,"10,8",2932,"11,8",84031,carpentras
Employés,3510,"14,8",3757,"16,0",3624,"14,6",84031,carpentras
Ouvriers,3852,"16,2",3715,"15,9",3770,"15,2",84031,carpentras
Retraités,6622,"27,8",6909,"29,5",7480,"30,1",84031,carpentras
Autres personnes sans activité professionnelle,4818,"20,2",4555,"19,5",4758,"19,1",84031,carpentras
Ensemble,20545,"100,0",21747,"100,0",21030,"100,0",84035,cavaillon
Agriculteurs exploitants,136,"0,7",119,"0,5",115,"0,5",84035,cavaillon
"Artisans, commerçants, chefs d'entreprise",838,"4,1",870,"4,0",909,"4,3",84035,cavaillon
Cadres et professions intellectuelles supérieures,815,"4,0",904,"4,2",1038,"4,9",84035,cavaillon
Professions intermédiaires,1997,"9,7",2406,"11,1",2181,"10,4",84035,cavaillon
Employés,3162,"15,4",3307,"15,2",2885,"13,7",84035,cavaillon
Ouvriers,3794,"18,5",4076,"18,7",3854,"18,3",84035,cavaillon
Retraités,5619,"27,4",5961,"27,4",5802,"27,6",84035,cavaillon
Autres personnes sans activité professionnelle,4182,"20,4",4103,"18,9",4246,"20,2",84035,cavaillon
Ensemble,23706,"100,0",24012,"100,0",23648,"100,0",84087,orange
Agriculteurs exploitants,104,"0,4",87,"0,4",65,"0,3",84087,orange
"Artisans, commerçants, chefs d'entreprise",740,"3,1",783,"3,3",853,"3,6",84087,orange
Cadres et professions intellectuelles supérieures,1096,"4,6",1237,"5,2",1370,"5,8",84087,orange
Professions intermédiaires,2606,"11,0",2814,"11,7",2726,"11,5",84087,orange
Employés,4465,"18,8",4581,"19,1",4033,"17,1",84087,orange
Ouvriers,3394,"14,3",3251,"13,5",3056,"12,9",84087,orange
Retraités,6694,"28,2",6826,"28,4",6653,"28,1",84087,orange
Autres personnes sans activité professionnelle,4608,"19,4",4433,"18,5",4891,"20,7",84087,orange
Ensemble,15532,"100,0",16244,"100,0",16872,"100,0",84089,pertuis
Agriculteurs exploitants,69,"0,4",79,"0,5",84,"0,5",84089,pertuis
"Artisans, commerçants, chefs d'entreprise",623,"4,0",659,"4,1",746,"4,4",84089,pertuis
Cadres et professions intellectuelles supérieures,1424,"9,2",1594,"9,8",1941,"11,5",84089,pertuis
