Catégorie ou type de logement,2010,%,2015,%,2021,%,code_insee,Ville
Ensemble,16 147,"100,0",16 570,"100,0",17 419,"100,0",94052,nogent-sur-marne
Résidences principales,14 665,"90,8",14 606,"88,1",15 503,"89,0",94052,nogent-sur-marne
Résidences secondaires et logements occasionnels,211,"1,3",328,"2,0",448,"2,6",94052,nogent-sur-marne
Logements vacants,1 271,"7,9",1 637,"9,9",1 469,"8,4",94052,nogent-sur-marne
,,,,,,,94052,nogent-sur-marne
Maisons,2 225,"13,8",2 259,"13,6",2 261,"13,0",94052,nogent-sur-marne
Appartements,13 841,"85,7",14 137,"85,3",14 982,"86,0",94052,nogent-sur-marne
Ensemble,8 852,"100,0",9 325,"100,0",10 266,"100,0",94054,orly
Résidences principales,8 360,"94,4",8 806,"94,4",9 702,"94,5",94054,orly
Résidences secondaires et logements occasionnels,9,"0,1",44,"0,5",79,"0,8",94054,orly
Logements vacants,482,"5,4",475,"5,1",485,"4,7",94054,orly
,,,,,,,94054,orly
Maisons,2 095,"23,7",1 972,"21,1",1 800,"17,5",94054,orly
Appartements,6 689,"75,6",7 263,"77,9",8 375,"81,6",94054,orly
Ensemble,15 623,"100,0",16 243,"100,0",17 192,"100,0",94058,le-perreux-sur-marne
Résidences principales,14 404,"92,2",14 976,"92,2",15 359,"89,3",94058,le-perreux-sur-marne
Résidences secondaires et logements occasionnels,281,"1,8",241,"1,5",367,"2,1",94058,le-perreux-sur-marne
Logements vacants,938,"6,0",1 026,"6,3",1 466,"8,5",94058,le-perreux-sur-marne
,,,,,,,94058,le-perreux-sur-marne
Maisons,5 228,"33,5",5 235,"32,2",5 154,"30,0",94058,le-perreux-sur-marne
Appartements,10 239,"65,5",10 885,"67,0",11 921,"69,3",94058,le-perreux-sur-marne
Ensemble,8 069,"100,0",8 256,"100,0",8 673,"100,0",94059,le-plessis-trevise
Résidences principales,7 878,"97,6",8 074,"97,8",8 485,"97,8",94059,le-plessis-trevise
Résidences secondaires et logements occasionnels,39,"0,5",61,"0,7",64,"0,7",94059,le-plessis-trevise
Logements vacants,152,"1,9",122,"1,5",124,"1,4",94059,le-plessis-trevise
,,,,,,,94059,le-plessis-trevise
Maisons,2 812,"34,9",2 773,"33,6",2 662,"30,7",94059,le-plessis-trevise
Appartements,5 190,"64,3",5 458,"66,1",5 970,"68,8",94059,le-plessis-trevise
Ensemble,11 412,"100,0",11 611,"100,0",11 813,"100,0",94067,saint-mande
Résidences principales,10 399,"91,1",10 381,"89,4",10 367,"87,8",94067,saint-mande
Résidences secondaires et logements occasionnels,277,"2,4",330,"2,8",418,"3,5",94067,saint-mande
Logements vacants,737,"6,5",900,"7,8",1 028,"8,7",94067,saint-mande
,,,,,,,94067,saint-mande
Maisons,436,"3,8",400,"3,4",361,"3,1",94067,saint-mande
Appartements,10 825,"94,9",11 072,"95,4",11 315,"95,8",94067,saint-mande
Ensemble,36 571,"100,0",37 105,"100,0",37 991,"100,0",94068,saint-maur-des-fosses
Résidences principales,33 823,"92,5",33 724,"90,9",35 049,"92,3",94068,saint-maur-des-fosses
Résidences secondaires et logements occasionnels,519,"1,4",542,"1,5",614,"1,6",94068,saint-maur-des-fosses
Logements vacants,2 229,"6,1",2 839,"7,7",2 328,"6,1",94068,saint-maur-des-fosses
,,,,,,,94068,saint-maur-des-fosses
Maisons,13 202,"36,1",13 364,"36,0",12 803,"33,7",94068,saint-maur-des-fosses
Appartements,23 130,"63,2",23 347,"62,9",24 790,"65,3",94068,saint-maur-des-fosses
Ensemble,10 539,"100,0",10 908,"100,0",11 360,"100,0",94071,sucy-en-brie
Résidences principales,10 002,"94,9",10 497,"96,2",11 240,"98,9",94071,sucy-en-brie
Résidences secondaires et logements occasionnels,125,"1,2",65,"0,6",65,"0,6",94071,sucy-en-brie
Logements vacants,412,"3,9",347,"3,2",55,"0,5",94071,sucy-en-brie
,,,,,,,94071,sucy-en-brie
Maisons,5 613,"53,3",5 669,"52,0",5 944,"52,3",94071,sucy-en-brie
Appartements,4 823,"45,8",5 197,"47,6",5 381,"47,4",94071,sucy-en-brie
Ensemble,12 446,"100,0",12 983,"100,0",14 273,"100,0",94073,thiais
Résidences principales,11 763,"94,5",12 095,"93,2",13 461,"94,3",94073,thiais
Résidences secondaires et logements occasionnels,86,"0,7",230,"1,8",240,"1,7",94073,thiais
Logements vacants,597,"4,8",658,"5,1",572,"4,0",94073,thiais
,,,,,,,94073,thiais
Maisons,3 063,"24,6",3 051,"23,5",2 906,"20,4",94073,thiais
Appartements,9 060,"72,8",9 487,"73,1",10 736,"75,2",94073,thiais
Ensemble,24 580,"100,0",25 908,"100,0",28 348,"100,0",94076,villejuif
Résidences principales,23 121,"94,1",23 708,"91,5",25 590,"90,3",94076,villejuif
Résidences secondaires et logements occasionnels,322,"1,3",705,"2,7",979,"3,5",94076,villejuif
Logements vacants,1 137,"4,6",1 495,"5,8",1 779,"6,3",94076,villejuif
,,,,,,,94076,villejuif
Maisons,4 857,"19,8",4 695,"18,1",4 410,"15,6",94076,villejuif
Appartements,19 188,"78,1",20 866,"80,5",23 014,"81,2",94076,villejuif
Ensemble,7 882,"100,0",8 414,"100,0",8 764,"100,0",94077,villeneuve-le-roi
Résidences principales,7 377,"93,6",7 935,"94,3",8 422,"96,1",94077,villeneuve-le-roi
Résidences secondaires et logements occasionnels,23,"0,3",52,"0,6",52,"0,6",94077,villeneuve-le-roi
Logements vacants,481,"6,1",427,"5,1",290,"3,3",94077,villeneuve-le-roi
,,,,,,,94077,villeneuve-le-roi
Maisons,4 254,"54,0",4 402,"52,3",4 544,"51,8",94077,villeneuve-le-roi
Appartements,3 510,"44,5",3 891,"46,3",4 060,"46,3",94077,villeneuve-le-roi
Ensemble,12 764,"100,0",13 355,"100,0",13 856,"100,0",94078,villeneuve-saint-georges
Résidences principales,12 003,"94,0",12 319,"92,2",12 763,"92,1",94078,villeneuve-saint-georges
Résidences secondaires et logements occasionnels,65,"0,5",111,"0,8",79,"0,6",94078,villeneuve-saint-georges
Logements vacants,695,"5,4",924,"6,9",1 014,"7,3",94078,villeneuve-saint-georges
,,,,,,,94078,villeneuve-saint-georges
Maisons,3 910,"30,6",3 723,"27,9",3 852,"27,8",94078,villeneuve-saint-georges
Appartements,8 627,"67,6",9 143,"68,5",9 488,"68,5",94078,villeneuve-saint-georges
Ensemble,11 048,"100,0",11 752,"100,0",14 011,"100,0",94079,villiers-sur-marne
Résidences principales,10 306,"93,3",11 298,"96,1",13 247,"94,5",94079,villiers-sur-marne
Résidences secondaires et logements occasionnels,114,"1,0",113,"1,0",198,"1,4",94079,villiers-sur-marne
Logements vacants,627,"5,7",342,"2,9",566,"4,0",94079,villiers-sur-marne
,,,,,,,94079,villiers-sur-marne
Maisons,4 251,"38,5",4 079,"34,7",4 263,"30,4",94079,villiers-sur-marne
Appartements,6 672,"60,4",7 576,"64,5",9 426,"67,3",94079,villiers-sur-marne
Ensemble,27 058,"100,0",27 524,"100,0",27 985,"100,0",94080,vincennes
Résidences principales,24 419,"90,2",24 913,"90,5",24 770,"88,5",94080,vincennes
Résidences secondaires et logements occasionnels,882,"3,3",1 033,"3,8",1 403,"5,0",94080,vincennes
Logements vacants,1 757,"6,5",1 579,"5,7",1 813,"6,5",94080,vincennes
,,,,,,,94080,vincennes
Maisons,1 297,"4,8",1 359,"4,9",1 429,"5,1",94080,vincennes
Appartements,25 417,"93,9",25 976,"94,4",26 179,"93,5",94080,vincennes
Ensemble,35 547,"100,0",38 393,"100,0",41 143,"100,0",94081,vitry-sur-seine
Résidences principales,33 599,"94,5",36 377,"94,8",38 523,"93,6",94081,vitry-sur-seine
Résidences secondaires et logements occasionnels,222,"0,6",437,"1,1",648,"1,6",94081,vitry-sur-seine
Logements vacants,1 725,"4,9",1 578,"4,1",1 972,"4,8",94081,vitry-sur-seine
,,,,,,,94081,vitry-sur-seine
Maisons,7 829,"22,0",7 784,"20,3",7 705,"18,7",94081,vitry-sur-seine
Appartements,27 263,"76,7",29 728,"77,4",32 725,"79,5",94081,vitry-sur-seine
Ensemble,42 168,"100,0",44 902,"100,0",46 428,"100,0",95018,argenteuil
Résidences principales,39 338,"93,3",41 916,"93,3",42 958,"92,5",95018,argenteuil
Résidences secondaires et logements occasionnels,302,"0,7",319,"0,7",418,"0,9",95018,argenteuil
Logements vacants,2 527,"6,0",2 668,"5,9",3 053,"6,6",95018,argenteuil
,,,,,,,95018,argenteuil
Maisons,14 838,"35,2",14 751,"32,9",13 692,"29,5",95018,argenteuil
Appartements,26 470,"62,8",29 235,"65,1",31 930,"68,8",95018,argenteuil
Ensemble,11 447,"100,0",11 997,"100,0",14 096,"100,0",95063,bezons
Résidences principales,10 508,"91,8",11 092,"92,5",12 768,"90,6",95063,bezons
Résidences secondaires et logements occasionnels,120,"1,0",125,"1,0",137,"1,0",95063,bezons
Logements vacants,819,"7,2",780,"6,5",1 191,"8,5",95063,bezons
,,,,,,,95063,bezons
Maisons,4 057,"35,4",4 056,"33,8",4 117,"29,2",95063,bezons
Appartements,7 196,"62,9",7 770,"64,8",9 709,"68,9",95063,bezons
Ensemble,24 689,"100,0",27 434,"100,0",30 949,"100,0",95127,cergy
Résidences principales,22 913,"92,8",24 903,"90,8",27 352,"88,4",95127,cergy
Résidences secondaires et logements occasionnels,331,"1,3",537,"2,0",1 286,"4,2",95127,cergy
Logements vacants,1 445,"5,9",1 994,"7,3",2 311,"7,5",95127,cergy
,,,,,,,95127,cergy
Maisons,5 038,"20,4",5 338,"19,5",5 258,"17,0",95127,cergy
Appartements,18 945,"76,7",20 970,"76,4",24 832,"80,2",95127,cergy
Ensemble,9 177,"100,0",9 804,"100,0",11 477,"100,0",95176,cormeilles-en-parisis
Résidences principales,8 775,"95,6",9 291,"94,8",10 607,"92,4",95176,cormeilles-en-parisis
Résidences secondaires et logements occasionnels,64,"0,7",110,"1,1",169,"1,5",95176,cormeilles-en-parisis
Logements vacants,339,"3,7",403,"4,1",701,"6,1",95176,cormeilles-en-parisis
,,,,,,,95176,cormeilles-en-parisis
Maisons,5 428,"59,1",5 532,"56,4",6 014,"52,4",95176,cormeilles-en-parisis
Appartements,3 692,"40,2",4 145,"42,3",5 377,"46,9",95176,cormeilles-en-parisis
Ensemble,9 657,"100,0",10 068,"100,0",10 893,"100,0",95197,deuil-la-barre
Résidences principales,8 991,"93,1",9 112,"90,5",9 775,"89,7",95197,deuil-la-barre
Résidences secondaires et logements occasionnels,86,"0,9",67,"0,7",73,"0,7",95197,deuil-la-barre
Logements vacants,580,"6,0",889,"8,8",1 044,"9,6",95197,deuil-la-barre
,,,,,,,95197,deuil-la-barre
Maisons,3 587,"37,1",3 848,"38,2",3 983,"36,6",95197,deuil-la-barre
Appartements,5 899,"61,1",6 092,"60,5",6 772,"62,2",95197,deuil-la-barre
Ensemble,10 197,"100,0",10 506,"100,0",11 230,"100,0",95203,eaubonne
Résidences principales,9 735,"95,5",9 875,"94,0",10 492,"93,4",95203,eaubonne
Résidences secondaires et logements occasionnels,79,"0,8",90,"0,9",119,"1,1",95203,eaubonne
Logements vacants,384,"3,8",541,"5,1",618,"5,5",95203,eaubonne
,,,,,,,95203,eaubonne
Maisons,4 196,"41,2",4 248,"40,4",4 372,"38,9",95203,eaubonne
Appartements,5 904,"57,9",6 232,"59,3",6 798,"60,5",95203,eaubonne
Ensemble,11 809,"100,0",12 724,"100,0",13 082,"100,0",95219,ermont
Résidences principales,11 238,"95,2",12 144,"95,4",12 481,"95,4",95219,ermont
Résidences secondaires et logements occasionnels,76,"0,6",92,"0,7",100,"0,8",95219,ermont
Logements vacants,495,"4,2",488,"3,8",501,"3,8",95219,ermont
,,,,,,,95219,ermont
Maisons,3 821,"32,4",3 770,"29,6",3 740,"28,6",95219,ermont
Appartements,7 848,"66,5",8 841,"69,5",9 256,"70,7",95219,ermont
Ensemble,14 488,"100,0",15 253,"100,0",16 878,"100,0",95252,franconville
Résidences principales,13 858,"95,6",14 495,"95,0",15 928,"94,4",95252,franconville
Résidences secondaires et logements occasionnels,90,"0,6",108,"0,7",179,"1,1",95252,franconville
Logements vacants,541,"3,7",650,"4,3",772,"4,6",95252,franconville
,,,,,,,95252,franconville
Maisons,3 859,"26,6",3 978,"26,1",3 905,"23,1",95252,franconville
Appartements,10 414,"71,9",11 223,"73,6",12 873,"76,3",95252,franconville
Ensemble,13 210,"100,0",13 979,"100,0",14 707,"100,0",95268,garges-les-gonesse
Résidences principales,12 666,"95,9",13 341,"95,4",14 037,"95,4",95268,garges-les-gonesse
Résidences secondaires et logements occasionnels,20,"0,1",42,"0,3",97,"0,7",95268,garges-les-gonesse
Logements vacants,524,"4,0",596,"4,3",572,"3,9",95268,garges-les-gonesse
,,,,,,,95268,garges-les-gonesse
Maisons,2 558,"19,4",2 789,"20,0",2 796,"19,0",95268,garges-les-gonesse
Appartements,10 506,"79,5",10 991,"78,6",11 771,"80,0",95268,garges-les-gonesse
Ensemble,9 487,"100,0",9 717,"100,0",10 189,"100,0",95277,gonesse
Résidences principales,8 982,"94,7",9 208,"94,8",9 679,"95,0",95277,gonesse
Résidences secondaires et logements occasionnels,43,"0,5",95,"1,0",98,"1,0",95277,gonesse
Logements vacants,462,"4,9",414,"4,3",412,"4,0",95277,gonesse
,,,,,,,95277,gonesse
Maisons,3 427,"36,1",3 405,"35,0",3 413,"33,5",95277,gonesse
Appartements,5 945,"62,7",6 278,"64,6",6 685,"65,6",95277,gonesse
Ensemble,10 428,"100,0",10 749,"100,0",11 330,"100,0",95280,goussainville
Résidences principales,9 876,"94,7",10 145,"94,4",10 261,"90,6",95280,goussainville
Résidences secondaires et logements occasionnels,6,"0,1",139,"1,3",377,"3,3",95280,goussainville
Logements vacants,547,"5,2",466,"4,3",692,"6,1",95280,goussainville
,,,,,,,95280,goussainville
Maisons,6 489,"62,2",6 380,"59,4",6 462,"57,0",95280,goussainville
Appartements,3 749,"36,0",4 008,"37,3",4 442,"39,2",95280,goussainville
Ensemble,10 176,"100,0",11 034,"100,0",13 246,"100,0",95306,herblay-sur-seine
Résidences principales,9 827,"96,6",10 397,"94,2",11 966,"90,3",95306,herblay-sur-seine
Résidences secondaires et logements occasionnels,78,"0,8",59,"0,5",86,"0,6",95306,herblay-sur-seine
Logements vacants,270,"2,7",578,"5,2",1 194,"9,0",95306,herblay-sur-seine
,,,,,,,95306,herblay-sur-seine
Maisons,6 504,"63,9",6 794,"61,6",7 285,"55,0",95306,herblay-sur-seine
Appartements,3 553,"34,9",4 100,"37,2",5 776,"43,6",95306,herblay-sur-seine
Ensemble,6 843,"100,0",7 401,"100,0",8 102,"100,0",95424,montigny-les-cormeilles
Résidences principales,6 554,"95,8",7 083,"95,7",7 742,"95,6",95424,montigny-les-cormeilles
Résidences secondaires et logements occasionnels,18,"0,3",18,"0,2",60,"0,7",95424,montigny-les-cormeilles
Logements vacants,271,"4,0",300,"4,1",300,"3,7",95424,montigny-les-cormeilles
,,,,,,,95424,montigny-les-cormeilles
Maisons,3 179,"46,5",3 400,"45,9",3 541,"43,7",95424,montigny-les-cormeilles
Appartements,3 578,"52,3",3 953,"53,4",4 536,"56,0",95424,montigny-les-cormeilles
Ensemble,9 628,"100,0",9 703,"100,0",10 121,"100,0",95428,montmorency
Résidences principales,8 874,"92,2",8 805,"90,7",9 108,"90,0",95428,montmorency
Résidences secondaires et logements occasionnels,169,"1,8",172,"1,8",189,"1,9",95428,montmorency
Logements vacants,585,"6,1",727,"7,5",824,"8,1",95428,montmorency
,,,,,,,95428,montmorency
Maisons,3 420,"35,5",3 278,"33,8",3 251,"32,1",95428,montmorency
Appartements,5 936,"61,7",6 284,"64,8",6 704,"66,2",95428,montmorency
Ensemble,13 022,"100,0",13 689,"100,0",15 020,"100,0",95500,pontoise
Résidences principales,12 255,"94,1",12 711,"92,9",13 502,"89,9",95500,pontoise
Résidences secondaires et logements occasionnels,87,"0,7",143,"1,0",279,"1,9",95500,pontoise
Logements vacants,680,"5,2",835,"6,1",1 240,"8,3",95500,pontoise
,,,,,,,95500,pontoise
Maisons,3 172,"24,4",3 308,"24,2",3 135,"20,9",95500,pontoise
Appartements,9 626,"73,9",10 192,"74,5",11 507,"76,6",95500,pontoise
Ensemble,9 304,"100,0",9 303,"100,0",9 834,"100,0",95555,saint-gratien
Résidences principales,8 662,"93,1",8 820,"94,8",9 022,"91,7",95555,saint-gratien
Résidences secondaires et logements occasionnels,151,"1,6",62,"0,7",157,"1,6",95555,saint-gratien
Logements vacants,491,"5,3",421,"4,5",654,"6,7",95555,saint-gratien
,,,,,,,95555,saint-gratien
Maisons,2 009,"21,6",2 090,"22,5",2 091,"21,3",95555,saint-gratien
Appartements,6 865,"73,8",7 082,"76,1",7 282,"74,1",95555,saint-gratien
Ensemble,9 005,"100,0",9 608,"100,0",10 588,"100,0",95572,saint-ouen-l-aumone
Résidences principales,8 620,"95,7",9 144,"95,2",10 148,"95,9",95572,saint-ouen-l-aumone
Résidences secondaires et logements occasionnels,26,"0,3",28,"0,3",53,"0,5",95572,saint-ouen-l-aumone
Logements vacants,359,"4,0",436,"4,5",386,"3,6",95572,saint-ouen-l-aumone
,,,,,,,95572,saint-ouen-l-aumone
Maisons,3 160,"35,1",3 137,"32,6",3 024,"28,6",95572,saint-ouen-l-aumone
Appartements,5 802,"64,4",6 321,"65,8",7 432,"70,2",95572,saint-ouen-l-aumone
Ensemble,10 923,"100,0",11 043,"100,0",11 793,"100,0",95582,sannois
Résidences principales,10 310,"94,4",10 407,"94,2",10 962,"93,0",95582,sannois
Résidences secondaires et logements occasionnels,58,"0,5",59,"0,5",123,"1,0",95582,sannois
Logements vacants,555,"5,1",577,"5,2",708,"6,0",95582,sannois
,,,,,,,95582,sannois
Maisons,3 701,"33,9",3 688,"33,4",3 703,"31,4",95582,sannois
Appartements,7 114,"65,1",7 338,"66,5",7 963,"67,5",95582,sannois
Ensemble,19 848,"100,0",19 949,"100,0",20 972,"100,0",95585,sarcelles
Résidences principales,18 447,"92,9",18 249,"91,5",19 820,"94,5",95585,sarcelles
Résidences secondaires et logements occasionnels,71,"0,4",170,"0,9",179,"0,9",95585,sarcelles
Logements vacants,1 329,"6,7",1 530,"7,7",973,"4,6",95585,sarcelles
,,,,,,,95585,sarcelles
Maisons,3 411,"17,2",3 556,"17,8",3 518,"16,8",95585,sarcelles
Appartements,16 281,"82,0",16 252,"81,5",17 181,"81,9",95585,sarcelles
Ensemble,10 578,"100,0",10 913,"100,0",11 634,"100,0",95607,taverny
Résidences principales,10 129,"95,8",10 265,"94,1",10 703,"92,0",95607,taverny
Résidences secondaires et logements occasionnels,65,"0,6",68,"0,6",216,"1,9",95607,taverny
Logements vacants,385,"3,6",579,"5,3",715,"6,1",95607,taverny
,,,,,,,95607,taverny
Maisons,4 973,"47,0",5 042,"46,2",5 285,"45,4",95607,taverny
Appartements,5 482,"51,8",5 778,"52,9",6 196,"53,3",95607,taverny
Ensemble,9 987,"100,0",10 080,"100,0",10 548,"100,0",95680,villiers-le-bel
Résidences principales,9 245,"92,6",9 345,"92,7",9 886,"93,7",95680,villiers-le-bel
Résidences secondaires et logements occasionnels,50,"0,5",95,"0,9",98,"0,9",95680,villiers-le-bel
Logements vacants,691,"6,9",640,"6,3",564,"5,3",95680,villiers-le-bel
,,,,,,,95680,villiers-le-bel
Maisons,2 120,"21,2",2 241,"22,2",2 173,"20,6",95680,villiers-le-bel
Appartements,7 593,"76,0",7 738,"76,8",8 206,"77,8",95680,villiers-le-bel
Ensemble,29 671,"100,0",31 001,"100,0",31 391,"100,0",97101,les-abymes
Résidences principales,24 026,"81,0",24 300,"78,4",24 721,"78,8",97101,les-abymes
Résidences secondaires et logements occasionnels,781,"2,6",762,"2,5",764,"2,4",97101,les-abymes
Logements vacants,4 864,"16,4",5 939,"19,2",5 906,"18,8",97101,les-abymes
,,,,,,,97101,les-abymes
Maisons,17 117,"57,7",18 257,"58,9",17 637,"56,2",97101,les-abymes
Appartements,12 378,"41,7",12 641,"40,8",13 592,"43,3",97101,les-abymes
Ensemble,12 704,"100,0",14 043,"100,0",14 818,"100,0",97103,baie-mahault
Résidences principales,11 630,"91,5",12 650,"90,1",13 301,"89,8",97103,baie-mahault
Résidences secondaires et logements occasionnels,155,"1,2",178,"1,3",206,"1,4",97103,baie-mahault
Logements vacants,919,"7,2",1 214,"8,6",1 311,"8,8",97103,baie-mahault
,,,,,,,97103,baie-mahault
Maisons,8 246,"64,9",9 008,"64,1",9 480,"64,0",97103,baie-mahault
Appartements,4 371,"34,4",4 951,"35,3",5 258,"35,5",97103,baie-mahault
Ensemble,14 821,"100,0",16 117,"100,0",18 010,"100,0",97113,le-gosier
Résidences principales,11 498,"77,6",12 144,"75,4",12 890,"71,6",97113,le-gosier
Résidences secondaires et logements occasionnels,1 176,"7,9",1 819,"11,3",3 072,"17,1",97113,le-gosier
Logements vacants,2 147,"14,5",2 154,"13,4",2 048,"11,4",97113,le-gosier
,,,,,,,97113,le-gosier
Maisons,11 289,"76,2",12 091,"75,0",12 594,"69,9",97113,le-gosier
Appartements,3 403,"23,0",3 909,"24,3",5 333,"29,6",97113,le-gosier
Ensemble,11 151,"100,0",12 149,"100,0",13 472,"100,0",97117,le-moule
